question,true_short_answer,predicted_short_answer
"Bir kadının kameraya konuştuğu görülüyor ve kameraya konuşurken yaptığı karın egzersizlerinin kliplerini gösteriyor. kadın
Şıklar:
A- vücudunun bir kısmı hareket etmeye başlarken, kaldırmaya devam ediyor ve ardından hareketlerine karşı koymak için çeşitli nesnelerin etrafında hulahoplar atıyor.
B- Kollarını farklı yerlere hareket ettirerek ve kameraya konuşarak düzgün bir şekilde nasıl oturulacağını gösteriyor.
C- Kalçalarını ovuşturarak ve bir egzersiz ekipmanı tutarak geriye ve dördüncüye doğru hareket etmeye devam ediyor.
D- konuşmaya devam ediyor ve hamlelerle ve aşağıya doğru ona doğru yol alıyor.",B,C
"Bandonun önünde beyazlar giyinmiş bir kişi yürüyor. Bando takımı çalmaya başlıyor. beyaz giyinmiş birey
Şıklar:
A- şarkıyı zarif bir şekilde bitirir.
B- bir süre duruyor ve sonra yere düşüyor.
C- copla bir rutin gerçekleştirir.
D- sahnede dans ediyor.",C,C
"Kişi makineye yeni bir kayış takar. Kişi ikinci kayıştaki bıçağı keskinleştirir. Kişi ikinci kemeri çıkarır. kişi
Şıklar:
A- kahrolası tekerleği kaldırır ve her şeyi zincirler.
B- kılıcı makineye geri koyar.
C- üçüncü kemerini takar.
D- kayışı çıkarır ve yeni kayışı düzeltir.",C,D
"[header] Okula yakışan makyaj nasıl yapılır? [title] Yüzünüzü yıkamak. [adım] Yüzünüzü yıkayarak başlayın. Kötü sivilceniz varsa cildinize uygun ve onu kurutmayan bir yüz yıkama jeli kullanın.
Şıklar:
A- Sivilceniz şiddetliyse bunun yerine komedojenik olmayan bir ürün kullanın. Sert veya yağlı sivilceler için bir günlük yüz temizleyici veya nemlendirici satın alın.
B- (proactiv, clean&clear, neutrogena vb. ürünler) sadece bazı lekeler oluşuyorsa yüzünüzü sadece ılık bir bez ve sabunla yıkamak mükemmel! [başlık] Vakfı.
C- Ayrıca cildinizin ılık suyla nemlendirildiğinden emin olun. [alt adımlar] İyi bir nemlendirici kullandığınızdan da emin olabilirsiniz.
D- Yüzünüzü nemlendirmek için bir nemlendirici kullanın veya yüzünüzü bir yüz temizleyici veya temizleme bandıyla temizleyin. [alt adımlar] Ayrıca bir yüz maskesi veya kirlenmesinin sakıncası olmayan maskelerden birini kullanabilirsiniz.",B,A
"[başlık] Blender'da en iyi oluşturma ayarları nasıl seçilir [başlık] Bir çıktı dizini seçin. [adım] Ayrıca bir dosya türü seçin. [başlık] Bir çözünürlük seçin.
Şıklar:
A- [adım] Kalite çözünürlüğü, kroma kamerada kullanılan ölçümlerdir. Bir öğütücünün veri tabanı görüntüsüne bakmak gibi, 250'ye kadar bir sayının taze dozda Khone örneği yayınlamaktan başka pek bir işe yaramayacağını göreceksiniz.
B- [adım] Çözünürlüğü uygulamak için 250, 280, 100 veya 600 gibi bir çözünürlük seçmelisiniz. Görüntüyü bir klasör olarak dışa aktarmak istemiyorsanız, kullanmak için onu seçmeniz gerekecektir, her şey seçimlerle ilgilidir.
C- [adım] Çoğu öğütme işleminde bir miktar sabit disk kullanılır. Ancak dosyanızın kararlılığı konusunda endişeleriniz varsa, dosyaya boşluk bırakmak isteyebilirsiniz.
D- [adım] 1920x1080 piksel varsayılandır, ancak bunu değiştirmek isteyebilirsiniz. Ayrıca altında daha küçük (orantılı) bir boyut kullanmayı deneyin.",D,B
"[header] Yeni yürümeye başlayan çocuk kazaları nasıl önlenir [title] Yeni yürümeye başlayan çocuğunuza mümkün olduğunca göz kulak olun. [adım] Alabileceğiniz her türlü güvenlik önlemi olsa da ebeveyn denetiminin yerini hiçbir şey tutamaz. Yeni yürümeye başlayan çocuğunuzu her dakika denetleyemezsiniz, ancak ayağa kalktığında onu mümkün olduğunca yakından izleyin.
Şıklar:
A- [alt adımlar] Küçük çocuğunuzu pencere ve merdiven çevresi, mutfak veya küvet gibi tehlikeli alanlarda izlemeye ekstra özen gösterin. Bu, yabancı evlerdeki oyun buluşmaları için daha da geçerlidir.
B- Yeni yürümeye başlayan bir çocuğu göremediğinizde, bakıcıları onları görmeleri için ya sadece onlara doğru yürüyerek ya da tümseklerini işaret ederek uyarın. [alt adımlar] Bir yetişkin uğrayıp koşarak gelirse, onu da denetlemeniz gerekir.
C- Şimdi ailenizin güvenliği konusunda endişelenmenin zamanı değil; ya da yürümeye başlayan çocuğunuza, kendi çocuğunuza baktığınız kadar göz kulak oluyorsunuz. [alt adımlar] Birkaç saatte bir müdahale etme cazibesine kapılsanız da, bu cazibeye karşı koyun.
D- [alt adımlar] Bir bakıcı olarak yürümeye başlayan çocuğunuzu yakından izleyeceksiniz. Yeni yürümeye başlayan bir çocuğun okula başladığı ilk günde bile, çocuğunuzun davranışlarındaki değişiklikleri fark etmelisiniz.",A,A
"[başlık] Google Chrome otomatik olarak nasıl güncellenir? [başlık] Google Chrome'u başlatın. [adım] Bilgisayarınızda Google Chrome'u arayın ve açın. Web tarayıcısı yüklenecektir.
Şıklar:
A- [title] Tarayıcının sağ üst köşesinde üç yatay çubuk bulunan düğmeye tıklayın. [adım] Bu, ana menüyü aşağıya getirecektir.
B- [title] İstenirse Google hesabınızla oturum açın. [adım] Google kullanıcı adınızı ve şifrenizi gerekli alanlara girin ve devam etmek için "" giriş yap "" seçeneğini tıklayın.
C- [başlık] Chrome geçmişi menüsüne gidin (yani: [adım] Chrome ana menüsü). ""Hatırlatıcılar""a ve kenar çubuğunda ""güncellemeler""in altına tıklayın.
D- Gezinme menüsünü genişletmek için ekranın sağ üst köşesindeki adres çubuğuna dokunun. Gezinme menüsünü ortaya çıkarmak için ekranın sol üst köşesindeki büyütece dokunun.",A,C
"Bir adam ata biniyor, attan atlıyor, bir keçiye ip bağlıyor ve arka bacaklarını birbirine bağlıyor. Daha sonra yürür ve tekrar ata biner. kalabalık
Şıklar:
A- yürüyüp bağlı başka bir hayvanla çiftleşirken ve sonra sürünerek uzaklaşırken onu alkışlıyor.
B- tribünlerde arkasından tezahüratlar yapılıyor.
C- alkışlıyor ve ellerini sallayarak uzaklaşıyor.
D- tezahürat yapıyor ve rodeo etkinliğine doğru atlarını ileri geri sürüyor.",B,B
"[header] Arızalı tıbbi cihaz toplu dava davasına nasıl katılınır? [title] Cihaz hakkında bilgi alın. [adım] Katılacak uygun toplu eylemleri bulmak için hangi cihazın arızalı olduğunu anlamanız gerekir. Bu bilgiyi bulmak için cihazı implante eden cerrah veya doktorla iletişime geçin.
Şıklar:
A- Bu vakaya sınıftan kaç üyenin dahil olduğu hakkında konuşun. [alt adımlar] Farklı bir marka cihaz kullanıyorsanız kimliğinizi değiştirmenizde bir sakınca olmayabilir.
B- Yakınınızda kısa süre kalabileceğiniz hastane odalarının bulunduğu bir hastane var. [alt adımlar] Doktorunuz size kazayla ilgili diğer engelli yolcular hakkında bilgi verebilir.
C- Bu sorunun cevabı şunları içerecektir: [alt adımlar] Cihaza karşı açılan davada belirtildiği gibi, aynı fikirde değilseniz cihazın arızalı olup olmadığı. Örneğin muayene sırasında kan bozukluğu tanısı almış olabilirsiniz.
D- [alt adımlar] Cihazın yılını, markasını ve modelini öğrenin. Doktor cihazı doğrudan üreticiden satın almadıysa cihazı doktora satan distribütörü öğrenin.",D,D
"[header] Nasıl harika bir couchsurfing sunucusu olunur? [title] Birlikte yaşadığınız insanlarla ev sahipliği yapma kararınızı tartışın. [adım] Kanepe sörfünde yerinizi paylaşmaya başlamadan önce, öncelikle birlikte yaşadığınız ailenizin veya arkadaşlarınızın fikrini alın. Misafir ağırlama konusundaki büyük planınızı kabul ettiklerinde, onları ne bekleyecekleri konusunda başlatın.
Şıklar:
A- [alt adımlar] Misafirlerinizin her ay ne kadar ücret alacağını ve herhangi bir kısıtlama olup olmadığını öğrenin. Çocuklar ve gençler, konut maliyetlerinin ağırlığı ve tatil zamanlarını nasıl geçirecekleri konusunda açık olmalıdır.
B- [alt adımlar] Ailesiyle birlikte yaşayan çoğu insan bunu eğlenceli bir sohbete dönüştürebilir. Hayatınızdaki her yeni adımda onların ilgisini çekebilmek için ilk birkaç couchsurfing sunucunuzun arkadaşlarını ve her yaştan arkadaşlarınızı dahil etmek isteyebilirsiniz.
C- [title] Konuk listenizi kabul edin ve kabul edin. [adım] Temel kurallar herkes için belirlenmiştir ancak uygun sayıların belirlenmesi tavsiye edilir.
D- [alt adımlar] Kanepe sörfçüleriniz zaten kapıdayken kötü türden bir sürprizle uğraşmak istemezsiniz. İstenmemekten daha kötü bir karşılama yoktur.",D,B
"[header] Camdan sert su lekeleri nasıl çıkarılır [title] En iyi sonuçları elde etmek için asitli bir temizleyici kullanın. [adım] Tuz ve suyu birleştirin ve karışımı mineral birikimini gidermek için kullanın. Tuz, ovalama tozu görevi görür ve lekeyi kesebilir.
Şıklar:
A- Karışımı bölgeye uygulayın ve temiz bir bez kullanarak lekeyi dairesel hareketlerle ovalayın. Tüm tuzlu su kalıntılarını gidermek için işiniz bittiğinde bardağı iyice durulayın.
B- [title] Mürekkebi çıkarmak için lekeyi bir kağıt havluyla silin, ancak lekeyi ovalamayın. [adım] Asidik çözelti, kumaşa nüfuz etmesi ve camdaki mürekkebi çıkarması nedeniyle sert su lekelerinde iyi sonuç verir.
C- Kullanımdan sonra kalıcı kalıntılar fark ederseniz, onlardan kurtulmak için asitli bir temizleyici kullanmayı deneyebilirsiniz. Doğal asitli bir temizleyicinin cama zarar verme olasılığı daha düşük olacaktır ve daha ucuz olabilir.
D- Temizlerken lekeli bölgeyi yumuşak bir dokunuşla ovalayın veya törpüleyin ve suyla durulayın. [alt adımlar] Salisilik asit, setafil veya doğal ev tipi ağartıcı kullanmanıza bakılmaksızın herhangi bir asitli temizleyicinin iyi olması gerekir.",A,A
"İlk olarak izleyicilere mekik çekmenin nasıl düzgün bir şekilde yapılacağını gösteriyor; ayakları ayrık, kolları göğsünün üzerinde ve her yukarı kalktığında dirsekleri bacaklarına değiyor. ne zaman o
Şıklar:
A- doğrudan kameranın karşısına geçtiği sona varır.
B- geri dönüyor, gülümsüyor ve kollarını yukarı kaldırıp vücudunu esnetiyor ve kameraya bakıyor.
C- temel çıtırtısını bitirdikten sonra, iki adamın ""ooooo"" sesiyle önderlik etmesiyle tekniğinin sonunda işe yaramasından çok memnun.
D- Bittiğinde ayağa kalkıyor ve izleyicilere iyi bir antrenmanın nasıl yapılacağı konusunda daha faydalı bilgiler veriyor.",D,B
"[header] Borçlu olduğunuzda nasıl yatırım yapabilirsiniz [title] Borcunuz hakkında daha fazla bilgi edinin. [adım] Üç tür borç vardır. Ne tür bir borcunuz olduğuna bağlı olarak, borcunuz varken yatırım yapmak için iyi bir aday olabilirsiniz veya olmayabilirsiniz.
Şıklar:
A- En yaygın borç türlerini anlayın: [alt adımlar] Kişisel borç. Ailenizden veya arkadaşlarınızdan aldığınız borçlar en pahalısı olduğundan en yaygın borcunuz olabilir.
B- Düşük faizli veya vergiden düşülebilir borcunuz varsa yatırım yapabilirsiniz. Yüksek faizli borcunuz varken muhtemelen yatırım yapmamalısınız.
C- Her borç türü, borcunuzun miktarı açısından durumunuza en uygun olanı seçmenizi sağlar. Ayrıca evinizin bir kısmını kiraya vererek, finansman olmadan mülk satın alarak veya evi doğrudan satın alıp kiraya vererek de borç oluşturabilirsiniz.
D- Sosyal borç: Başkalarının borçlarını araştırmayı deneyin. Akran grubunuzdaki en iyi arkadaşlarınızla veya aile üyelerinizle konuşmak ve size hikayeyi kendi açılarından anlatabilecek kişileri araştırmak isteyebilirsiniz.",B,B
"Bir kadın lensleri kutusundan çıkarırken gözlerine lenslerin nasıl doğru şekilde takılacağını gösteriyor. Daha sonra doktor ayrıca lenslerin nasıl doğru şekilde takılacağını da gösterir. göz doktoru
Şıklar:
A- lenslerin ömrünü ve dayanıklılığını artırmak için kutuda nasıl saklanması gerektiğini açıklamaya devam ediyor.
B- daha sonra gözlerindeki açık bir şeyi alır ve onu kapalı mekanda olmayan mavi lensler olarak gösterir.
C- daha sonra merceğin bir cetvelle kutudan nasıl yuvarlanacağını aşağıdaki gibi gösteriyor; videoda birkaç farklı mercek görünüyor ve çalışmasını ve ilerlemesini doğru bir şekilde gösteriyor.
D- kapanış jeneriği görüntülenirken geri döner.",A,B
"Bira pong oyunu için bir ekran kuruldu. Maçtan önce insanlar alkışlıyor ve el sıkışıyor. Onlar
Şıklar:
A- küçük topları kırmızı bardaklara atmaya çalışın.
B- curling şovlarında yayınlanıyor, ardından oynadıkları ve ısındıkları diğer sahneler geliyor.
C- daha sonra sahada bira pong oynayarak koşarken gösterilir.
D- bir maske takın ve topa vurmak için çekiçlerini kaldırın.",A,D
"Elektrikli süpürgeye bir alet sokuyor ve süpürgelikler boyunca süpürüyor. Kanepenin ve merdiven halısının etrafını süpürmek için özel bir elektrikli süpürge aleti kullanıyor. o
Şıklar:
A- pencerelerin etrafını süpürmek için başka bir elektrikli süpürge aletini kullanır.
B- süpürgeyi zeminin bir köşesine katlıyor ve ucuna koymak için delikler açılmış bir kadife yığınının içine koyuyor.
C- halıyı yumuşak paspasla süpürür ancak merdivenlerin tamamını süpürmeye devam eder.
D- kanepenin arkasındaki süpürgeyi alıp halının ortasına doğru sürükleyip fazla yapıştırıcıyı zarif bir şekilde kazıyıp siliyor.",A,D
"Mavi bir bilardo masasının üstten görünümü gösterilmektedir. bir adam
Şıklar:
A- topu ölçmek için gözlük kullanmaya başlar.
B- isteka ile şut atılır.
C- bir kanoyla büyük kayaların arasında kürek çekerken gösteriliyor.
D- suda bilardo oyunu oynuyor.",B,B
"[başlık] Zımba tabancası nasıl yüklenir [başlık] Şarjör çıkışını bulun. [adım] Dergi serbest bırakma düğmesi, zımbalayıcıyı tutan dergi klipsini serbest bırakan bir düğmedir. Düğme genellikle şarjörün arkasında bulunur ve basmak için itilmesi veya çekilmesi gerekebilir.
Şıklar:
A- Şarjör serbest bırakma kolunu bulmak için zımbanın ucunu yaylı tutucuya sıkıca yerleştirin ve aşağı doğru bastırın. [alt adımlar] Yaylar tipik olarak yay tutucunun içinden şarjör tepsisine doğru çıkıntı yapar.
B- [alt adımlar] Şarjörünüzün nerede olduğunu bilmiyorsanız, zımbaların silahtan çıktığı yere bakın. Şarjör serbest bırakma düğmesine basmadan önce zımba tabancasının fişinin çekildiğinden veya kapalı olduğundan emin olun.
C- [alt adımlar] Şarjör çıkışı genellikle bölmede veya klips çıkışının hemen altında bulunur. Qed zımba tabancası taşımıyorsanız, etiketlenmemiş bir zımba kullanmayın.
D- [alt adımlar] Şarjör çıkışı da cıvatanın içinde bulunur, ancak genellikle şarjörün sonunda bulunur. Çoğu yaylı tabanca modelinde, şarjör serbest bırakma düğmesi cıvatanın üzerinde ve genellikle cıvatanın biraz çevresinde bulunur.",B,B
"[header] Harika bir kış nasıl geçirilir [title] Soğuktan çıktıktan sonra daima sıcak kakao veya başka bir sıcak içecek için. [adım] Kahve, çay, elma şarabı ve aromalı buharlı pişiricilerin hepsi iyi seçimlerdir. Sıcak bir şeyler içmek içinizi ısıtacak! [title] Kartopu savaşı yapın, kar melekleri yapın, kardan adam veya kardan kale inşa edin veya karda tilki ve tavşan gibi oyunlar oynayın.
Şıklar:
A- [title] Yatağınızın yanında her zaman komodininizin üzerinde bulundurduğunuz kavrulmuş bir elma veya bir yıldız bulundurun. [adım] Uyuyakalmanız ihtimaline karşı, onu yatağınızın yakınında bulundurduğunuzdan emin olun.
B- [adım] Olasılıklar sonsuzdur! [title] ipad'inizde insan dostu halı hediyeleri bulundurun. [adım] Meyveli turtalar ve granola barlar kışın popülerdir.
C- [title] Hokey, kayak, kızak, paten ve snowboard gibi kış sporları yapın. [title] Bir çift ekstra sıcak tutan pijama alın.
D- [adım] Sıcak çikolatanız varsa yaratıcı olun! [title] Yanmaz hale getirin ve süsleyin. [adım] Sizi tehlikeli şeylerden 'korumaya' yardımcı olacağı için kar tavşanlarını tutun.",C,C
"[başlık] Disiplin toplantısı nasıl yönetilir? [başlık] Olayla ilgili bir soruşturma yürütün. [adım] Bir çalışan için disiplin toplantısı yapmadan önce, olayı iyice incelemeniz zorunludur. Soruşturma, olayla ilgili ayrıntılar için diğer çalışanlarla veya tanıklarla görüşmeyi gerektirebilir.
Şıklar:
A- Tüm görüşmelerde insan kaynaklarından bir temsilcinin bulunduğundan emin olun. [alt adımlar] Röportaj yaptığınız kişiden, beyanlarının doğru yazılmış bir diktesini imzalamasını isteyin.
B- Bu gerçekleşmezse, çalışanın resmi bir disiplin emri vermesi gerekir. [alt adımlar] Soruşturma aynı zamanda başvuruda bulunmak veya duruşma planlamak gibi diğer yasal süreçleri de içerebilir.
C- Yerel disiplin departmanınızla iletişime geçin ve olayla ilgili aşağıdaki ayrıntılardan herhangi birinin soruşturmaya dahil edilip edilmediğini öğrenin: [alt adımlar] Çalışana saldıran kişinin adı. Kuruluşun disiplin işlemleri uyguladığı çalışanların adları ve iletişim bilgileri.
D- [alt adımlar] Ayrıca mümkün olduğunca fazla bilgi toplamak isteyebilirsiniz. Çalışanın bilgi taleplerini incelemeniz gerekebilir.",A,C
"Limonata için kullanılan malzemeler ocağın üzerine yerleştirilir. bir su sürahisi, beş limon, bir miktar şeker ve bir kaynatma kabı
Şıklar:
A- tencereye su dökülür.
B- limonatanın yanında belirir.
C- büyük bir metal tencereye dökülür.
D- ocağın üstüne yerleştirilir.",D,D
"Bir pompayı pompalıyor ve ardından suyla dolduruyor. Lastiğin üzerine tebeşir sürüyor ve üzerine yapıştırıcı sürüyor. O
Şıklar:
A- lastiği bir tişörtle kaplıyor.
B- Lastiğin nasıl geri çıkarılacağını gösterir.
C- lastiği tekrar tekerleğe takar.
D- fazla suyu lastiğin üzerine sıyırır.",C,C
"[başlık] Bir kist nasıl boşaltılır [başlık] Bölgeyi uyuşturun. [adım] Kistin boşaltılması, kistin ciddiyetine bağlı olarak lokal veya genel anestezi gerektirir. Kistinizi boşaltmadan önce doktorunuz, işlemden dolayı herhangi bir ağrı hissetmenizi önlemek için lokal veya genel anestezi uygulayacaktır.
Şıklar:
A- Küçük bir deri kisti için sadece lokal anestezi gerekli olabilir ve bu işlemler sıklıkla doktor muayenehanesinde yapılabilir. Kist derin veya büyükse genel anestezi gerekebilir.
B- Fiziksel veya cerrahi tedavi de yapılacaktır. Bu kistin ciddiyetine göre değişecektir.
C- Şansınızı kullanın; bu genellikle daha az rahatsızlığa yol açar, ancak kendi kendine sulama konusunda hassassanız, onları durdurmak için bölgeyi uyuşturmak isteyebilirsiniz. [alt adımlar] Lokal anestezi solüsyonunuzu içeren küçük kutunun ambalajını kontrol edin.
D- [alt adımlar] Kanamanın ve rahatsızlığın azaltılmasına yardımcı olmak için intravenöz olarak yoğun bir antibiyotik uygulamasına girmeniz gerekebilir. Bazı durumlarda çevredeki deri ve dokular tedavi gerektirmeden kendiliğinden çıkabilir, bazılarında ise kanama devam edebilir ve hiç tedavi gerektirmeyebilir.",A,A
"[başlık] Rava dosa nasıl yapılır [başlık] İrmik ve ayranı birleştirin. [adım] İrmik ve ayranı küçük bir karıştırma kabında eşit bir şekilde birleşene kadar çırpın. Kaseyi kapatın ve karışımın sıcak bir yerde 15 ila 30 dakika dinlenmesine izin verin.
Şıklar:
A- [alt adımlar] Karışım dinlendikten sonra irmik karışımını bir elek kullanarak kaseden süzün. İrmik karışımını bir kevgirden geçirmeyin.
B- [alt adımlar] Diğer dosa türlerinin aksine, rava dosa'nın uzun süre fermente olması gerekmez. Bu karışım dinlenirken diğer malzemeleri hazırlamaya devam edebilirsiniz.
C- [alt adımlar] Süt yerine çok az yağlı yoğurttan (organik veya şekersiz) elde edilen kremayı kullanabilirsiniz. İnek sütü, şekersiz agav likörü veya rafine edilmemiş hindistan cevizi sütü veya sade süt işe yarayacaktır.
D- [alt adımlar] Soğuyan karışımı tamamen soğuttuktan sonra buz banyosunun içine bir şişe irmik veya ayran koyabilirsiniz. İrmik ve ayran ürünü dosa'yı uyaracak ve bilinmeyen kaynaklardan yeni bakteriler getirerek ravaya neden olan bakterilerin tüketimini tedavi edecektir.",B,B
"[header] İpek kravat nasıl temizlenir [title] Dökülen yiyecek veya sosu kazıyın ve lekeyi silin. [adım] Kravatınızdaki yiyecekleri kaldırmak için bir kaşık veya tereyağı bıçağı kullanın. Daha sonra bir bez peçeteyi suya veya sodaya batırın ve kalan lekeyi kurulayın.
Şıklar:
A- Kravatınızdaki sos ve yemek artıkları temizlenene kadar temizlemeye devam edin. [alt adımlar] Kravatınızı gece boyunca kapalı bırakın veya birinden yiyecekleri kravatınızdan çıkarmanıza yardım etmesini isteyin.
B- Leke organik ise meyve veya sebze lekesini de kurutabilirsiniz. Ketçap lekesi gibi yıldız şeklinde bir tıkanıklık kravatınızın toka mekanizmasından kaynaklanıyorsa, bez peçeteyi alın ve lekeyi hafifçe kurulayın.
C- Lekenin ıslandığını gördüğünüzde başka bir peçeteyle lekeyi tekrar kurulayın. [alt adımlar] Bu yöntem lekesiz bir kravat üzerinde de işe yarayabilir ancak daha az etkilidir.
D- [alt adımlar] Kağıt peçeteler kurutma sırasında parçalanabilir ancak elinizde bez peçete yoksa bunları kullanabilirsiniz. Soya sosu gibi sıvı bazlı bir sostan kaynaklanan bir leke için doğrudan bez peçeteyle kurutma aşamasına geçin.",D,B
"Bir adam garajında. Adam kaynak aleti kullanıyor. Adam kaynak aletini kullanmayı bırakıyor. adam
Şıklar:
A- kaynak aletini tekrar kullanır.
B- arabada delikler açıyor.
C- kaynak başlığını yüzünden uzaklaştırır.
D- aynı malzemenin hep birlikte kaynaklanmasını durdurur.",C,C
"Adımlı bisiklet römorkunun nasıl takılacağına ilişkin talimatların yer aldığı bir ekran görüntülenir. bir adam
Şıklar:
A- bir şeritte arazi motosikleti sürerken görülüyor.
B- ana lastiği yedek lastikle birlikte başka bir lastikle değiştirir.
C- bir bisikletin arka tekerleğine basamaklı bir bisiklet römorkunun nasıl takılacağını gösteriyor.
D- lastik üzerinde bir rutin yapıyor.",C,C
"[header] Yakınlarda yaşayan aileyle sınırlar nasıl korunur? [title] Her aile etkinliğine katılma zorunluluğu hissetmeyin. [adım] Aileye yakın yaşamanın en iyi yanı birbirinizin hayatının bir parçası olabilmenizdir. Buna doğum günü partileri, bar mitzvahlar ve futbol turnuvaları gibi anlamlı etkinliklere katılmak da dahildir.
Şıklar:
A- Eğer caydırıcı derecede tehlikeli olan bazı ciddi sağlık sorunlarınız varsa bu etkinliklere gitmemelisiniz. [alt adımlar] Amerika Akıl Sağlığı gibi bazı gruplar bu tür olayları yasaklıyor.
B- Bununla birlikte, aile üyelerinizin sizi davet ettiği tüm etkinliklere katılmak zorunda olmadığınızı anlamanız önemlidir. [alt adımlar] Belirli bir bahaneye de ihtiyacınız yok.
C- Üye değilseniz ailenize bu etkinliklerin tümüne katılmaları konusunda baskı yapmayın. [alt adımlar] Yalnızca aile üyelerini davet etme konusunda kendinizi rahat hissetmeyebilirsiniz.
D- Telefonla veya grup ortamında bile olsa, her zaman ulaşılabilir olmak istersiniz. Ancak ailenizin hayatına katkıda bulunmak isteyeceğiniz pek çok şey de var.",B,B
"[header] Vejetaryen olarak nasıl seyahat edilir [title] Vejetaryen dostu bir destinasyon seçin. [adım] Özellikle iş için veya başkalarıyla birlikte seyahat ediyorsanız, seyahat hedeflerinizi her zaman seçemeyebilirsiniz. Ancak nereye gideceğiniz konusunda söz hakkınız varsa vejetaryen dostu bir yer seçin.
Şıklar:
A- [alt adımlar] Ayrıca, sundukları birçok doğal atraksiyondan da yararlanmak isteyebilirsiniz. Örneğin, bir parkı görmek için yürüyüşe çıkabilir veya egzotik bir bölgede yürüyüşe çıkabilirsiniz.
B- Bu, aşağıdaki şeylerin tanıtımına yardımcı olmak isteyeceğiniz anlamına gelir: [alt adımlar] Evde yemek yemeye alışkınsanız, düşük kalorili diyetiniz size daha çekici gelebilir. Vejetaryen evde tam öğünlere bir alternatiftir.
C- Sınır dışı edilme için bir yöntem seçmek, kötü bir yolculuk ile iyi bir yolculuk arasındaki fark anlamına gelebilir. [alt adımlar] Bölgenizde vejetaryen gezginleri kabul etme olasılığı daha yüksek olan yerel bir çiftlik veya et barınağı bulabilirsiniz.
D- Örneğin Hindistan, Tayland ve İsrail, dini kısıtlamaların yanı sıra çok sayıda vejetaryen vatandaş nedeniyle vejetaryen dostu destinasyonlar olarak biliniyor. [alt adımlar] Hangi mekanların vejetaryen dostu olduğunu öğrenmek için internette biraz araştırma yapın.",D,D
"[header] Autocad'de yeni bir komut nasıl oluşturulur [title] Örnek olarak, bu makale size bir nesneyi yerinde kopyalayan bir komutun nasıl oluşturulacağını gösterecektir. [başlık] Autocad'i açın. [başlık] Komut satırına ""cui"" yazın ve enter tuşuna basın.
Şıklar:
A- [başlık] "" as "" etiketli alana "" = "" yazın. [adım] Eğer bu bir conubiation komutuysa, bu, ""sahip olduğunuz bir nesne""de olduğu gibi ""tur"" yerine ""sizin cui"" diyeceği anlamına gelir.
B- [adım] Bu, ""kullanıcı arayüzünü özelleştir"" iletişim kutusunu açacaktır. [başlık] Komut listesine sağ tıklayın ve ""yeni komut"" seçeneğini seçin.
C- [title] "" Komut isteminin yanındaki daireye tıklayın. [title] "" "" ifadesini arayın ve ardından enter tuşuna basın.
D- [adım] Komutu daha önce kopyaladıysanız şimdi başka bir tane oluşturun. [başlık] Sayfanın üst kısmındaki "" komut ""a tıklayın.",B,B
"[başlık] Sürüşten önce bir araba nasıl kontrol edilir [başlık] Arabanın altında belirgin sızıntı olup olmadığını kontrol edin. [adım] Sıvı sızıntısıyla sürüş direksiyonun, frenlerin veya radyatörün arızalanmasına neden olabilir. [başlık] Lastikleri uygun şişirme ve herhangi bir belirgin hasar ya da aşırı aşınma belirtisi açısından kontrol edin.
Şıklar:
A- [title] Arabayı çalıştırın ve kaputun, koruyucuların, kapıların ve bunların iç bileşenlerinin çalışır durumda olduğundan emin olun. [title] Arabanın tavanının altını arayın.
B- [title] Bir sonraki adıma geçmeden önce arabanın soğumasını sağlamak için durun. [title] Işıklarınızı kontrol edin, köşeyi dönmeden önce dikiz aynasına tekrar bakın ve sürüş sırasında lastiklerinizi kontrol edin.
C- [adım] En kötü senaryoda, patlayan bir lastik kaza yapmanıza neden olabilir. [title] Birinden arabanızın arkasında durup ışıkları kontrol etmesini isteyin.
D- [title] Korozyonu kontrol etmek için tamamen boş veya boş bir dur işaretinin yanına çekin. [title] Araç kaydınızı not etmek için bir Apple cihazı kullanın.",C,B
"[başlık] Pokemon go'da yem modülleri nasıl kullanılır [başlık] Bir yem modülü satın alın. [alt adımlar] Ana ekran/harita ekranından, yeşil menüyü açmak için kırmızı ve beyaz poké topuna basın. Mağaza düğmesine basın.
Şıklar:
A- Alışveriş düğmesine tıklamak, satın alabileceğiniz her şeyin seçkisini içeren bir menüyü açacak olan ""mağazalar""ı seçmeniz gerektiği anlamına gelir. Menünün altında satın almak isteyeceğiniz bir şey varsa alışveriş düğmesine basın, aksi halde masaüstü için yem modülünü satın aldığınız mağazadan ayrılın.
B- Mor yem modülünü görene kadar satın alabileceğiniz öğeler listesini aşağı doğru kaydırın. Yem modülleri tek tek veya 8'li gruplar halinde satın alınabilir.
C- ""Mağaza"" sekmesi, yem modülünüzü kabul edecek mağazaların bir listesi gibi görünecektir. Özel yem modülünü satın almak için alışveriş düğmesine tıklayın.
D- Seçenek menüsünden cezbetmek istediğiniz Pokémon'u da seçin. Seçilen Pokémon'u ortadan kaldırmak için adınızı ve şifrenizi girin.",B,C
