question,true_short_answer,predicted_short_answer
"Bitki hücrelerinin hayvan hücrelerinden farkı nedir?
Şıklar:
A. Sadece bitki hücreleri büyüyebilir.
B. Sadece hayvan hücreleri çoğalabilir.
C. Sadece hayvan hücreleri enerji depolayabilir.
D. Sadece bitki hücreleri fotosentez yapabilir.",D,D
"Hangi süreç büyük olasılıkla bir hipotezin bilimsel olarak kabul edilmesine yol açacaktır?
Şıklar:
A. bir deneyin sonuçlarını kopyalamak
B. Orijinal hipotezin gözden geçirilmesi
C. Verilere dayalı bir teori geliştirmek
D. deneysel prosedürlerin değiştirilmesi",A,C
"Birçok tropik bölgede sivrisinekler, insanlar arasında bulaşıcı hastalıklara neden olabilecek bir parazit taşıyabilir. Sivrisinekler ve insanlar arasındaki bu tür ilişkiyi en iyi ne tanımlar?
Şıklar:
A. yırtıcı-av
B. kaynaklar için rekabet
C. birbirleriyle etkileşime giren biyotik faktörler
D. Üretici ve tüketici arasındaki enerji transferi",C,C
"Cilt vücudun homeostazisini korumasına nasıl yardımcı olur?
Şıklar:
A. Cilt oksijeni taşır.
B. Cilt virüsleri sindirir.
C. Deri beyne mesajlar gönderir.
D. Cilt sıcaklığı dengeler.",D,D
"Enerji kaynakları uranyum ve kömürün ortak noktaları nelerdir?
Şıklar:
A. Her ikisi de ölü organizmaların kalıntılarından oluşur.
B. Her ikisi de litosferin çıkarılmasıyla elde edilir.
C. Her ikisi de yanma yoluyla enerji açığa çıkarır.
D. İkisi de radyoaktif atık üretiyor.",B,C
"Yeşil Bir Topluluk Amerika Birleşik Devletleri'ndeki birçok şehir ""yeşil topluluklar"" geliştiriyor. Yeşil bir topluluk, enerji kullanımını azaltmayı amaçlamaktadır ve evler, apartmanlar ve yakındaki işletmelerden oluşmaktadır. Marketler, restoranlar ve sinema salonlarının tümü topluluktaki evlere yürüme mesafesindedir. İnsanlar okullarına ve işlerine daha kısa mesafelerde seyahat ediyorlar. Yeşil bir topluluktaki binaların çoğu yenilenebilir ve geri dönüştürülmüş malzemelerden yapılmıştır. Güneş enerjisi binaları konforlu bir sıcaklıkta tutar. Ağaçlar ve bitkiler gibi doğal peyzaj özellikleri, gölge sağlamak ve sıcaklıkları kontrol etmek için dikkatlice konumlandırılmıştır. Topluluk bahçeleri sakinlerin yiyecek ve çiçek yetiştirmesine olanak tanır. Yeşil topluluklardaki insanlar yenilenemeyen bir kaynak kullanıyorlar.
Şıklar:
A. evlerini odunla ısıtıyorlar
B. pişirmeden önce sebzeleri yıkayın
C. benzinle çalışan otomobilleri sürmek
D. topluluk bahçesinde çiçek yetiştirmek",C,C
"Sıcaklık 0°C'nin altına düştüğünde küçük göletlerde buz oluşacaktır. Bu havuzlarda yaşayan balıklar için buzun hangi özelliği en faydalıdır?
Şıklar:
A. Buzun sıcaklığı suyun sıcaklığından daha soğuktur.
B. Buz, suyun yansıttığı güneş ışığını emer.
C. Buz, suyun hapsettiğinden daha fazla kirliliği hapseder.
D. Buzun yoğunluğu suyun yoğunluğundan daha düşüktü.",D,A
"Alüminyum vidaları çelik vidalardan ayıran bir öğrenci için en yararlı olanı hangisidir?
Şıklar:
A. büyük bir huni
B. bir ekran filtresi
C. at nalı mıknatısı
D. Büyüteç",C,B
"Kevin açık bir gecede gökyüzünü gözlemliyor. Çıplak gözle Venüs, Mars, Jüpiter ve Satürn'ü görebilir. Venüs neden diğer gezegenlerden daha parlak görünüyor?
Şıklar:
A. Güneş ışığının çoğunu Dünya'ya doğru yansıtır.
B. Diğer gezegenlere göre daha sıcaktır.
C. Diğer gezegenlerden daha büyüktür.
D. Güneş'e en yakın gezegendir.",A,D
"Denklemi okuyun. 2Ca + O_{2} -> 2CaO Reaksiyonun ürünü nedir?
Şıklar:
A. metal
B. karışım
C. çözüm
D. birleştirmek",D,B
"Hangi enerji kaynağı yenilenemez?
Şıklar:
A. yağ
B. güneş
C. su
D. rüzgâr",A,A
"Bir öğrenci ekmekte küf oluşumunun ne kadar sürdüğünü bilmek istiyor. Araştırma için ekmeği hazırladıktan sonra öğrenci büyük olasılıkla ne yapmalıdır?
Şıklar:
A. Ekmeği her gün kontrol edin.
B. Ekmeğin sıcaklığını kaydedin.
C. Ekmeğin ağırlığını ölçün.
D. Ekmeğe farklı miktarlarda ışık verin.",A,A.
"17. yüzyılda Galileo'nun Jüpiter'in uydularını görmesini sağlayan şey neydi?
Şıklar:
A. Jüpiter yaşamı boyunca Dünya'ya yaklaştı.
B. Tüm gezegenlerin Güneş'in etrafında döndüğünü fark etti.
C. Gökyüzüne bakmak için gelişmiş aletler icat etti.
D. Daha önceki bilim adamları gökyüzüne ilgi duymayı başaramadılar.",C,C
"Masanın üzerinde hareketsiz duran bir bowling topu masaya aşağı doğru bir kuvvet uygulamaktadır. Masanın uyguladığı kuvvet olmalıdır.
Şıklar:
A. topun kuvvetine eşittir.
B. topla birlikte sürekli değişiyor.
C. topun kuvvetinden daha büyüktür.
D. topun kuvvetinden daha azdır.",A,D
"Bazı araştırmacılar havuçta bulunan beta-karotenin insanların daha uzun yaşamasına yardımcı olabileceğine inanıyor. Birkaç bilim adamı, yüz kişiden iki yıl boyunca günde iki doz beta-karoten almasının istendiği ve diğer yüz kişiye de aynı süre boyunca plasebo, şeker hapı verildiği bir deney tasarladı. İki yılın ardından bilim insanları verileri toplayıp bir sonuca varmayı planladılar. Bu iyi bir bilimsel çalışma örneği değildir ve yapılmamıştır çünkü
Şıklar:
A. kontrol grubu yoktur.
B. çok fazla değişken var.
C. deney grubu bulunmamaktadır.
D. test edilebilir bir hipotezi yoktur.",B,A
"Aşağıdakilerden hangisi x-ışını dalgaları ile ses dalgaları arasındaki benzerliktir?
Şıklar:
A. Her ikisi de enerji aktarır.
B. Her ikisi de vakum gerektirir.
C. İkisi de aynı hıza sahip.
D. Her ikisi de aynı frekansa sahiptir.",A,A
"Bir öğrenci iki elinin avuçlarını hızla birbirine sürtüyor. Hangi dizi, meydana gelen enerji dönüşümlerini doğru şekilde tanımlar?
Şıklar:
A. kimyasal -> mekanik -> ısı
B. mekanik -> ısı -> kimyasal
C. ısı -> mekanik -> kimyasal
D. mekanik -> nükleer -> ısı",A,A
"Tortular genellikle parçacık boyutuna göre sınıflandırılır. Bir öğrenci çökeltileri kaynaklarına göre sınıflandırmak istiyor. Bu alternatif sınıflandırmayı en iyi şekilde tanımlayan ifade hangisidir?
Şıklar:
A. çökeltilerin parçacık boyutuna göre de tanımlanması durumunda kabul edilebilir
B. sınıflandırma için kullanılan faktörler verilirse kabul edilebilir
C. kabul edilemez çünkü diğerleri sınıflandırma sistemini anlamayacaklardır
D. kabul edilemez çünkü bilim adamlarının çökeltileri sınıflandırma şekli genellikle bu değildir",B,B
"Basit bir makine işi kolaylaştırır çünkü onu kullanmak ___.
Şıklar:
A. ağır bir şeyi hareket ettirmek için daha az kuvvet gerekir
B. ağır bir şeyin ağırlığını değiştirir
C. bir şeyin görünüşünü iyileştirir
D. bir şeyin farklı bir şekle dönüşmesine izin verir",A,A
"Aşağıdakilerden hangisi katı haldeki suyu tanımlar?
Şıklar:
A. Buharlar gökyüzüne doğru yükseliyor
B. Fırtına sırasında dolu
C. Dalgalar deniz kıyısına çarpıyor
D. Bulutlardan yağmur yağıyor",B,D
"Dünyanın Güneş'e olan uzaklığı gezegenin yaşamını sürdürmesine yardımcı olur. Güneş daha büyük olsaydı, Dünya'nın yaşamı sürdürebilmesi için büyük olasılıkla neyin doğru olması gerekirdi?
Şıklar:
A. Dünya'nın Güneş'ten daha uzakta olması gerekirdi.
B. Dünyanın Güneş'e daha yakın olması gerekirdi.
C. Dünyanın daha küçük olması gerekirdi.
D. Dünyanın daha büyük olması gerekirdi.",A,A
"Yeşil bitkiler karbondioksit-oksijen döngüsünün nasıl önemli bir parçası?
Şıklar:
A. Toprağa oksijen katarlar.
B. Havaya oksijen salarlar.
C. Topraktaki karbondioksiti sabitlerler.
D. Karbondioksiti köklerde depolarlar.",B,B
"Bir cismin ağırlığı dünyanın farklı yerlerinde değişir. Hangisi ağırlık ölçüsüdür?
Şıklar:
A. 20 ml
B. 16 N
C. 45 m
D. 90°C",B,B
"Bir el fenerindeki enerjinin dönüşümünü en iyi hangisi tanımlar?
Şıklar:
A. kimyasal enerjinin ses enerjisine dönüşümü
B. kimyasal enerjinin radyant enerjiye dönüşümü
C. elektrik enerjisinin nükleer enerjiye dönüşümü
D. elektrik enerjisinin mekanik enerjiye dönüşümü",B,B
"Aşağıdakilerden hangisi fen bilimleri dersinin çekirgelerle ilgili doğa yürüyüşünde yapabileceği bir gözlemdir?
Şıklar:
A. Çekirgeler bitkilerle dolu bir kapta en uzun süre yaşayacaktır.
B. Çekirgeler yeşil renkte olup, uzun arka bacakları ve antenleri vardır.
C. Çekirgeler muhtemelen ağaç yapraklarından daha fazla ot yiyecektir.
D. Çekirgelerin hepsi bir yıl önce yumurtlanan yumurtalardan çıktı.",B,B
"Ördek ve kaplumbağa farklı hayvan türleridir. Ördek ve kaplumbağa hangi bakımdan birbirine benzer?
Şıklar:
A. İkisi de kış uykusuna yatar.
B. İkisinin de tüyleri var.
C. Her ikisi de yumurtlayarak ürerler.
D. Her ikisi de yavrularına süt sağlar.",C,C
"Her ne kadar 19. yüzyılda genetik özelliklerin aktarımına ilişkin bir model önerilmiş olsa da, bilim adamlarının özellik kalıtımında DNA ve genlerin rolünü öğrenmesi ancak 20. yüzyıla kadar mümkün oldu. Bilimsel anlayıştaki bu ilerleme büyük ihtimalle aşağıdakilerden hangisinin sonucu olmuştur?
Şıklar:
A. devam eden soruşturma
B. eski hipotezlerin reddedilmesi
C. bilimsel yöntemde ilerleme
D. mevcut sonuçların tartışılması",A,C
"İnsanlar dumanın aşağıdaki bileşenlerinden hangisi üzerinde en az kontrole sahiptir?
Şıklar:
A. su buharı
B. kükürt dioksit
C. amonyak
D. azot oksitler",A,B
"Louisiana'da okula gitmek için kalkıyorsunuz; Dünyanın diğer ucundaki bir öğrenci yatmaya hazırlanıyor. Bunun nedeni nedir?
Şıklar:
A. Dünya Güneş'in etrafında döner.
B. Dünya kendi ekseni etrafında dönmektedir.
C. Güneş kendi ekseni etrafında dönmektedir.
D. Ay, Dünya'nın etrafında döner.",B,B
"Taşlaşmış palmiye ağaçları buzulların yakınındaki tortul kayalarda bulunur. Taşlaşmış palmiye ağaçlarının varlığı büyük olasılıkla hangi ifadeye kanıt sağlıyor?
Şıklar:
A. Bölgeye bir kez daha su verildi.
B. Bölge bir zamanlar otlaktı.
C. Bölgede iklim bir zamanlar tropikti.
D. Bölgede aktif faylar bulunmaktadır.",C,C
"Great Basin Milli Parkı'nın hangi özelliği buzulların arazi üzerinde hareket ettiğine dair en iyi kanıtı sağlıyor?
Şıklar:
A. çamur düzlükleri
B. sığ tuz gölleri
C. adaçayı tarlaları
D. kayalık enkaz yığınları",D,D
"Hangisi insan yapımı ürüne örnektir?
Şıklar:
A. kek
B. domates
C. buğday
D. kömür",A,A
"Bir atomda bulunan en küçük negatif yüklü parçacık nerede?
Şıklar:
A. çekirdek
B. çekirdekteki yörüngeler
C. çekirdeğin etrafındaki yörüngeler
D. proton ve nötron arasında",C,C
"Membranlar üzerinde çalışan öğrenciler, değişen konsantrasyonlarda kırmızı gıda boyası ile doldurulmuş etiketli kağıt bardaklar kullanarak bir deney gerçekleştirdiler. Deneyden sonra bardaklar boş ve lekeliydi. Kullanılmış bardaklar ne yapılmalı?
Şıklar:
A. bardakları yeniden kullan
B. bardakları çöpe atmak
C. bardakları geri dönüştürün
D. bardakları yeniden etiketleyin",C,B
"İki organizma çiftleşir ve yavrular üretir. Aşağıdaki ifadelerden hangisi yavruların neden üreyemediğini en iyi şekilde açıklar?
Şıklar:
A. Ebeveynler farklı bir cins ve farklı bir türdendir.
B. Ebeveynler farklı türdendir ancak aynı cinstendir.
C. Ebeveynler aynı cins ve aynı türdendir.
D. Ebeveynler aynı türdendir ancak farklı bir cinstendir.",B,C
"Hangi koşullar altında iribaşların daha kısa bir metamorfoz döneminden geçmesine izin veren bir adaptasyon faydalı olabilir?
Şıklar:
A. kurbağa yavrularının hemen yüzmesi gerektiğinde
B. çevrelerinde sınırlı miktarda su olduğunda
C. Yırtıcı hayvanların sayısında azalma olduğunda
D. kurbağa yavrularının çevrelerine uyum sağlaması gerektiğinde",B,D
"Işık bir ortamdan geçerken en az kırılır
Şıklar:
A. teleskop merceği.
B. renkli bir pencere.
C. büyüteç.
D. bir çift gözlük.",B,B
"Bir kişi jpg'ye başladığında enerji nasıl değişir?
Şıklar:
A. Hareket depolanan enerjiye dönüşür.
B. Depolanan enerji harekete ve ısıya dönüşür.
C. Isı harekete ve depolanan enerjiye dönüşür.
D. Hareket kimyasal enerjiye dönüşür.",B,B
"Bir öğretmen, özel bir ekipman kullanarak magnezyum (Mg) şeridini Bunsen ocağının alevi üzerine tutarak bir araştırma yürütüyor. Hangi gözlem kimyasal reaksiyonun gerçekleştiğini gösterir?
Şıklar:
A. Magnezyum şeridin sıcaklığı arttı.
B. Magnezyum şeridin şekli değişti.
C. Yanan magnezyum ışık üretti.
D. Magnezyumun buharlaştığı görüldü.",C,C
"Bir arabanın motorundaki benzin yakıldığında benzinin yalnızca yüzde 15'i mekanik enerjiye dönüştürülür. Bunun nedeni benzindeki enerjinin çoğunun
Şıklar:
A. ısıya dönüştü.
B. daha sonra kullanılmak üzere saklanır.
C. kimyasal enerjiye dönüştü.
D. Aracı hareket ettirmek için kullanılır.",A,A
"Mor kırlangıçlar adı verilen saldırgan olmayan kuşlar, her baharda yumurtlamak için yuva yaparlar. Sığırcıklar, mor kırlangıcın yumurtalarını ve yavrularını yiyen agresif kuşlardır. Sığırcık istilasının ardından her iki popülasyon üzerindeki etkisi büyük olasılıkla hangisi olacaktır?
Şıklar:
A. Mor kırlangıçlar artacak, sığırcıklar ise azalacak.
B. Mor kırlangıçlar çoğalacak, sığırcıklar çoğalacak.
C. Mor kırlangıçlar azalacak, sığırcıklar ise azalacak.
D. Mor kırlangıçlar azalacak, sığırcıklar ise artacak.",D,D
"Hangi ifade kelebeklerin yaşam döngüsünün kurbağaların yaşam döngüsünden farklı olduğunu açıklar?
Şıklar:
A. Kelebeğin yaşam döngülerinin daha fazla aşaması vardır.
B. Kelebeğin yaşam döngülerinin bir yumurta aşaması vardır.
C. Kelebek yaşam döngülerinin bir pupa aşaması vardır.
D. Kelebeğin yaşam döngülerinin yetişkin bir aşaması vardır.",C,C
"Tasarım sürecinde, bir sorun çözüldüğünde ancak bir özellik feda edildiğinde bir ödünleşim meydana gelir. Aşağıdakilerden hangisi takasa örnektir?
Şıklar:
A. Bir arabanın yakıt tüketimi artar ve motorun gücü azalır.
B. Bir uçak daha verimli bir motor kullanır ve daha yüksek performansa sahiptir.
C. Spor içeceğinin tadı iyileştirilir ve aynı besin içeriğine sahip olur.
D. Bir bilgisayar şirketi donanımı yükseltiyor ve fiyat değişmeden kalıyor.",A,A
"Bir ayı büyük olasılıkla bu davranışlardan hangisini kendi ortamında yaşayarak öğrenmiştir?
Şıklar:
A. içme suyu
B. balık yemek
C. çöp kutusunun kapaklarını açmak
D. gençliğini koruyor",C,D
"Robert sirkeye iki damla indikatör koydu ve renk kırmızıya döndü. Daha sonra renk kaybolana kadar damlalar halinde amonyak çözeltisi ekledi. Hangi süreç yaşandı?
Şıklar:
A. paslanma
B. erime
C. buharlaşma
D. nötralizasyon",D,D
"Bitki hücresinin aşağıdaki kısımlarından hangisi hayvan iskeletinin fonksiyonuna en çok benzeyen fonksiyona sahiptir?
Şıklar:
A. hücre zarı
B. hücre çeperi
C. kloroplast
D. çekirdek",B,B
"Bir bilim adamı yeni bir maddenin erime noktasını belirlemek için bir deney yapıyor. Hangi eylem doğru sonuçların elde edilme olasılığını artırabilir?
Şıklar:
A. deneyin üç kez tekrarlanması
B. birden fazla maddeyle deney yapmak
C. deneyden sonra prosedürün yazılması
D. Deneyde üç tip termometre kullanılması",A,D
"Jo Anne büyük bir kap temiz su aldı ve dikkatlice su yüzeyinin kenarına bir damla mavi gıda boyası ekledi. Behere dokunmadı ya da hareket ettirmedi. İlk başta, gıda boyası suya batarken mavi çizgiler gördü, ancak yavaş yavaş tüm su kabının rengi eşit şekilde maviye dönüştü. Mavi gıda boyasının suya karışmasına ne sebep oldu?
Şıklar:
A. Gıda boyası moleküllerine çarpan su molekülleri karışıma neden oldu.
B. Suyun yüzeyinde parlayan ışık karışmaya neden oldu.
C. Su ile gıda boyası arasındaki kimyasal reaksiyon yeni, açık mavi bir bileşik oluşturdu.
D. Su, gıda boyasıyla etkileşime girerek mavi rengin solmasına neden oldu.",A,C
"Aşağıdakilerden hangisi hayvanlarda hücresel solunumun yan ürünüdür?
Şıklar:
A. oksijen
B. sıcaklık
C. şeker
D. protein",B,A
"Rossby dalgaları yavaş hareket eden uzun okyanus dalgalarıdır. Dalga boyu iki katına çıkarsa Rossby dalgasının hangi özelliği değişir?
Şıklar:
A. Genlik iki katına çıkacaktı.
B. Frekans iki katına çıkacak.
C. Genlik yarı yarıya azalacaktır.
D. Frekans yarı yarıya azalacak.",D,B
"Hangi eylem şekerin yeni bir madde oluşturmasına neden olur?
Şıklar:
A. ocakta şeker pişirme
B. elekten şeker dökmek
C. küp şekeri suda eritmek
D. küp şekeri parçalara ayırmak",A,C
"Hava ortamından su ortamına geçen ışık dalgaları
Şıklar:
A. düz bir çizgiye odaklanın.
B. enerjinizi kaybedersiniz ve dağılırsınız.
C. uzunluğunu ve yönünü değiştirin.
D. suyun yüzeyinden yansır.",C,C
"Açık bir gecede teleskop yardımı olmadan büyük olasılıkla ne görülebilir?
Şıklar:
A. Samanyolu galaksisi
B. diğer gezegenlerin uyduları
C. asteroitler
D. Plüton",A,A
"Yeni motor teknolojisi, arabaların galon gaz başına daha fazla kilometre kat etmesine yardımcı oldu. Benzin petrolden elde edildiği için bu teknoloji dünya petrol arzını etkileyecektir.
Şıklar:
A. daha fazla petrol arama ihtiyacını artırıyor.
B. yağın yenilenmesi için gereken süreyi azaltır.
C. Yer altında bulunan petrol miktarının azaltılması.
D. petrolün insanların kullanımına sunulacağı süreyi uzatmak.",D,A
"Aşağıdaki kümelerden hangisinde yalnızca yansıyan ışığın etkisiyle parlayan nesneler bulunur?
Şıklar:
A. aylar, gezegenler ve kuyruklu yıldızlar
B. aylar, kuyruklu yıldızlar ve yıldızlar
C. gezegenler, yıldızlar ve kuyruklu yıldızlar
D. gezegenler, yıldızlar ve aylar",A,B
"Hayvanlar kavga edebilir, tehdit edici sesler çıkarabilir ve aynı türün üyelerine karşı saldırgan davranışlarda bulunabilir. Bu davranışlar genellikle şu nedenlerle ortaya çıkar:
Şıklar:
1. yarışma
2. koruma
3. ayrışma
4. kirlilik",1,"2, 3"
"Isı bir cisimden başka bir cisime aktarılır. Radyasyon yoluyla aktarılan ısıya bir örnek nedir?
Şıklar:
A. kahve fincanı ısıtıyor
B. sıcak hava odayı ısıtıyor
C. güneş ayı ısıtıyor
D. bir kabı ısıtan sıcak bir tabak",C,C
"Aşağıdaki genetik durumlardan hangisi ayrışmayla ilgili bir sorundan kaynaklanır?
Şıklar:
A. Trizomi 16: Bir zigotun 16. kromozomun üç kopyasını almasıyla ortaya çıkan bir durum
B. Huntington hastalığı: Bir zigotun mutasyona uğramış baskın bir alel almasıyla ortaya çıkan bir durum
C. Hemofili: Bir zigotun belirli bir resesif alele sahip bir X kromozomu almasıyla ortaya çıkan bir durum
D. Orak hücreli anemi: Bir zigotun her bir ebeveynden hemoglobin için resesif bir alel alması sonucu ortaya çıkan bir durum",A,C
"Pek çok bakteri yaklaşık 20°C oda sıcaklığında hızla çoğalır. Buzdolabının içindeki sıcaklık genellikle yaklaşık 4°C'de tutulur. Hangi ifade buzdolabı kullanmanın topluma nasıl yardımcı olduğunu en iyi şekilde açıklar?
Şıklar:
A. Yazın mutfakların serin kalmasını sağlar.
B. Yiyecek depolamak için daha fazla alan sağlar.
C. Yiyecekleri daha uzun süre yemeyi daha güvenli hale getirir.
D. Elektriğin mutfakta kullanımını daha güvenli hale getirir.",C,C
"Hangi ifade enerjinin nasıl faydalı olabileceğini açıklar?
Şıklar:
A. Yıldırım bir binaya çarpıyor.
B. Yangın bir evi yakar.
C. Elektrik fırını ısıtır.
D. Rüzgar bir tabelayı uçuruyor.",C,C
"Bir adada çok sayıda kuş türü bulunur, yerli yılan türleri yoktur ve çok az sayıda büyük yırtıcı hayvan vardır. Kahverengi yılanlar kuş yumurtalarını yerler. Kahverengi yılanların yanlışlıkla adaya salınmasının en olası sonucu nedir?
Şıklar:
A. daha fazla yılan ve daha az kuş
B. daha fazla yılan ve daha fazla kuş
C. daha az yılan ve daha az kuş
D. daha az yılan ve daha fazla kuş",A,C
"Bilim adamları soruları cevaplamak için araştırmalar yaparlar. Bilim insanları geçerli bir sonuca varmadan önce
Şıklar:
A. ilgili kanıtları toplamak
B. insanlara verilerden bahsedin
C. soruşturmanın sonuçlarını yayınla
D. araştırmayı diğer bilim insanlarıyla tartışmak",A,A
"Bir orman ekosisteminde sincap popülasyonunun nişi
Şıklar:
A. çürütmek için.
B. çiçekleri tozlaştırmak için.
C. Topraktaki besinleri geri dönüştürmek için.
D. meşe palamutlarını toplayıp toprağa gömmek.",D,C
"Eşeyli olarak üreyen bir organizmada meydana gelen bir mutasyon, eğer mutasyon gerçekleşirse büyük olasılıkla yavruların özelliklerini etkileyecektir.
Şıklar:
A. Sinir sistemi hücrelerinde bulunur.
B. Ebeveynin gametindeki DNA'yı değiştirir.
C. Organizmaların davranışlarını değiştirir.
D. Kromozomun bulunduğu yere yakın bir yerde bulunur.",B,B
"Amanda ve Jake, basit bir elektrik devresindeki enerjinin kinetik ve potansiyel formlarını öğrendiler. Üzerinde çalıştıkları devrenin bir pili, kabloları ve bir ampulü var. Hangisi devredeki potansiyel enerjinin şeklidir?
Şıklar:
A. Pildeki kimyasal enerji
B. ampulden gelen ışık enerjisi
C. elektrik tellerinden kaybedilen ısı enerjisi
D. ampulden geçen elektrik enerjisi",A,A
"Aşağıdaki faktörlerden hangisi kasırganın gücünün azalmasına neden olur?
Şıklar:
A. uzun süre sıcak bir su kütlesinin üzerinde kalmak.
B. büyük bulutların sayısı artıyor.
C. bir kıta üzerinde hareket ediyor.
D. tropik sulara doğru ilerliyoruz.",C,C
"Hangi grup yalnızca canlılardan oluşur?
Şıklar:
A. tavşan, tohum, kuş
B. tohum, kuş, rüzgar
C. Volkan, mum, tavşan
D. rüzgar, mum, volkan",A,A
"Bilinmeyen bir sıvıyı saklamak için en iyi kap
Şıklar:
A. plastik yoğurt kabı.
B. açıkça etiketlenmiş cam kavanoz.
C. kağıt portakal suyu kabı.
D. yeşil plastik soda şişesi.",B,B.
"Hangisi kimyasal reaksiyonun kanıtıdır?
Şıklar:
A. Magnezyumun yandığında ürettiği ışık
B. bir çözeltiden suyun buharlaşması
C. alkolsüz bir içeceğin köpürmesi
D. bir ampulden gelen ısı",A,B
"Hangi ifade organizmalarda eşeysiz üremeyi tanımlamaz?
Şıklar:
A. iki ebeveyn gerektirir
B. yavrularda çok az değişiklik
C. yalnızca bir tür hücrenin dahil olduğu
D. genetik materyalini kopyalar",A,C
"Aynı metalden iki parça bir masanın üzerine konuluyor. Metal parçaları aynı yoğunluk, kütle ve dokuya sahiptir. İki örnek arasındaki TEK fark hangi özellik olmalıdır?
Şıklar:
A. Farklı boyutları var.
B. Farklı kaynama noktalarına sahiptirler.
C. Farklı türden bir maddeden oluşurlar.
D. Birim hacim başına farklı miktarda madde içerirler.",A,D
"Çoğu çiftçi mısır tarlalarında gübre kullanıyor. Çiftçilerin neden aşırı miktarda gübre kullanmamaları gerektiğini hangi ifade en iyi şekilde açıklar?
Şıklar:
A. Gübreler akarsulara karışabilir.
B. Gübreler yabani otlar tarafından kullanılabilir.
C. Gübreler havaya buharlaşabilir.
D. Gübreler doğal malzemelerden gelebilir.",A,A
"Bir orman hayvanının şahinler ya da baykuşlar tarafından yenilmesini önlemenin en iyi yolu hangisidir?
Şıklar:
A. küçük boy
B. keskin pençeler
C. parlak renk
D. yeraltı evi",D,D
"Rocky Dağları'nın yükselmesine büyük olasılıkla hangi jeolojik süreç yol açtı?
Şıklar:
A. buzullaşma
B. su baskını
C. faylanma
D. erozyon",C,C
"Bir araba motoru çalıştırıldığında benzin havayla karışır ve yanar. Isı, ses ve kimyasal ürünler açığa çıkar. Motor çalışırken aşağıdakilerden hangisi sabit kalır?
Şıklar:
A. motorda bulunan bileşiklerin kütleleri
B. motordaki ısı miktarı
C. toplam benzin kütlesi
D. toplam enerji miktarı",D,A
"Hangisi dalgaların enerji aktardığını en iyi şekilde gösterir?
Şıklar:
A. bir kulede çalan çan
B. ağaçtan düşen bir yaprak
C. tepeden aşağı yuvarlanan bir top
D. rüzgarda hareket eden bir bayrak",A,A
"İnsanlar kontakt lensleri temizlemek için sıklıkla tuz ve su karışımı kullanırlar. Bu karışımı en iyi şekilde tanımlayan ifade hangisidir?
Şıklar:
A. Tuz çözücü, su ise çözünendir.
B. Tuz çözünen, su ise çözücüdür.
C. Tuz çözücü, su ise çözeltidir.
D. Tuz çözelti, su ise çözücüdür.",B,D
"Hangi parçacık her zaman bir atomik kütle birimi (amu) kütlesine sahiptir ve yükü yoktur?
Şıklar:
A. bir nötron
B. bir proton
C. bir elektron
D. bir atom",A,A
"Hangisi, bir kimyasal reaksiyondan sonra ürünün/ürünlerin toplam kütlesinin neden reaktantların toplam ağırlığından daha az olacağını en iyi şekilde açıklar?
Şıklar:
A. Fiziksel bir değişiklik meydana geldi.
B. Reaksiyona katılan atomlar kütle kaybetti.
C. Yeni çözeltide çökeltiler oluşturuldu.
D. Gazlar atmosfere salındı.",D,B
"Sıcak, haşlanmış yumurta bir bardak soğuk suya konur. Suyun ve yumurtanın sıcaklığına ne olur?
Şıklar:
A. Su soğur ve yumurta ısınır.
B. Su ısınır ve yumurta soğur.
C. Su sıcaklığı aynı kalır ve yumurta soğur.
D. Hem su hem de yumurta ısınır.",B,B
"İnsanlar egzersiz yaparken sıklıkla susadıklarını ve terlemeye başladıklarını hissederler. İnsanların egzersiz yaparken susuz kalmaları önemlidir çünkü bu onların egzersiz yapmaları gerektiğini anlamalarını sağlar.
Şıklar:
A. mola ver
B. sıvı tüketmek
C. nefeslerini yavaşlat
D. bir şeyler yemeyi bırak",B,B
"Marshall, Dünya'da uzun süre boyunca meydana gelen bazı değişiklikleri araştırdı. Hangi olay büyük olasılıkla Dünya yüzeyindeki en yavaş değişime neden olur?
Şıklar:
A. deprem
B. toprak kayması
C. yanardağ
D. rüzgâr",D,D
"Detroit'e 980 km'lik yolculuk için Boston'dan bir uçak havalanıyor. Uçak iki saat sonra iniyor. Aşağıdakilerden hangisi uçağın uçuşunun ortalama hızını ve yönünü en iyi şekilde tanımlar?
Şıklar:
A. 325 km/saat B
B. 490 km/saat B
C. 980 km/saat B
D. 1960 km/saat B",B,B
"Bir öğrenci şeker yapmak için şekeri suda eritiyor. Tavanın dibinde şeker topaklarının oluştuğunu fark ediyor. Şekerin daha fazlasının çözülmesine yardımcı olmak için ne yapabilirdi?
Şıklar:
A. solüsyonu ısıtmak
B. çözümü soğutmak
C. tavaya daha fazla şeker ekleyin
D. tavadan biraz su al",A,B
"Baykuşların iki renk çeşidi vardır: kırmızı ve gri. Koyu renkli kabuklu ağaçlardan oluşan bir habitatta gri çığlık baykuşunun kırmızı çığlık baykuşuna göre ne gibi avantajı vardır?
Şıklar:
A. yuvalama
B. besleme
C. üreme
D. saklanmak",D,D
