ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,question,answer,answerKey
36688,Finans ve İşletme,"[header] Kötü krediyle mobilya nasıl satın alınır? [title] Fiyat aralığınızı öğrenin. [adım] Kaliteli mobilyalar oldukça pahalı olabilir. Yalnızca bir veya iki parça mobilyaya ihtiyacınız varsa, biraz daha kaliteli bir ürün seçmek o kadar da maliyetli olmayacaktır.",,"[header] Kötü krediyle mobilya nasıl satın alınır? [title] Fiyat aralığınızı öğrenin. [adım] Kaliteli mobilyalar oldukça pahalı olabilir. Yalnızca bir veya iki parça mobilyaya ihtiyacınız varsa, biraz daha kaliteli bir ürün seçmek o kadar da maliyetli olmayacaktır.","['En iyi seçim, ürünü ilk kez almadan önce uygun bir fiyata ulaşan seçimdir, ancak daha sonra mükemmel kalitede mobilya için fiyat nadiren değişecektir. [alt adımlar] Örneğin, bir mobilya mağazasında 300$ harcarsanız ve yalnızca tek bir parça istiyorsanız, evde 1.125$ kazanırsınız.'
 'Ayrıca birkaç emlakçıyla konuşabilir ve daha düşük kaliteli mobilyalar arayabilirsiniz. Aradığınız fiyat aralığını henüz bilmiyorsanız, yerel ev geliştirme merkezinize gidin ve satın alma işleminizi yapmadan önce almanız gereken fiyat aralığını size göstermelerini isteyin.'
 'Ancak bir evin veya dairenin tamamını döşeyecekseniz potansiyel maliyetleri düşünmek bunaltıcı olabilir. Herhangi bir mobilyaya bakmadan önce kendinize gerçekçi bir bütçe belirlemek isteyeceksiniz.'
 'Mobilyaları satın almadan önce her açıdan inceleyin. Renk, dayanıklılık ve yumuşaklık gibi aradığınız maliyetlerle çelişmeyecek ortak teşvikler bulun.']",wikihow~60472,train,indomain,2,"[header] Kötü krediyle mobilya nasıl satın alınır? [title] Fiyat aralığınızı öğrenin. [adım] Kaliteli mobilyalar oldukça pahalı olabilir. Yalnızca bir veya iki parça mobilyaya ihtiyacınız varsa, biraz daha kaliteli bir ürün seçmek o kadar da maliyetli olmayacaktır.
Şıklar:
A- En iyi seçim, ürünü ilk kez almadan önce uygun bir fiyata ulaşan seçimdir, ancak daha sonra mükemmel kalitede mobilya için fiyat nadiren değişecektir. [alt adımlar] Örneğin, bir mobilya mağazasında 300$ harcarsanız ve yalnızca tek bir parça istiyorsanız, evde 1.125$ kazanırsınız.
B- Ayrıca birkaç emlakçıyla konuşabilir ve daha düşük kaliteli mobilyalar arayabilirsiniz. Aradığınız fiyat aralığını henüz bilmiyorsanız, yerel ev geliştirme merkezinize gidin ve satın alma işleminizi yapmadan önce almanız gereken fiyat aralığını size göstermelerini isteyin.
C- Ancak bir evin veya dairenin tamamını döşeyecekseniz potansiyel maliyetleri düşünmek bunaltıcı olabilir. Herhangi bir mobilyaya bakmadan önce kendinize gerçekçi bir bütçe belirlemek isteyeceksiniz.
D- Mobilyaları satın almadan önce her açıdan inceleyin. Renk, dayanıklılık ve yumuşaklık gibi aradığınız maliyetlerle çelişmeyecek ortak teşvikler bulun.",Ancak bir evin veya dairenin tamamını döşeyecekseniz potansiyel maliyetleri düşünmek bunaltıcı olabilir. Herhangi bir mobilyaya bakmadan önce kendinize gerçekçi bir bütçe belirlemek isteyeceksiniz.,C
25841,Ev ve bahçe,"[header] Hasır mobilya nasıl yıkanır [title] Nemli bir bez veya süngerle silin. [adım] Kiri çıkarmak ve parlaklığı korumak için hasırın tüm yüzeylerini yumuşak bir bez ve su kullanarak yavaşça silin. [alt adımlar] Hasırınızdaki daha inatçı kir ve lekeler için bezinizde veya süngerinizde yumuşak bir sabun kullanmayı deneyin, ancak daha sonra sadece suyla silin.",,"[header] Hasır mobilya nasıl yıkanır [title] Nemli bir bez veya süngerle silin. [adım] Kiri çıkarmak ve parlaklığı korumak için hasırın tüm yüzeylerini yumuşak bir bez ve su kullanarak yavaşça silin. [alt adımlar] Hasırınızdaki daha inatçı kir ve lekeler için bezinizde veya süngerinizde yumuşak bir sabun kullanmayı deneyin, ancak daha sonra sadece suyla silin.","['Ayrıca kir ve lekeleri nazikçe fırçalamak için aşındırıcı olmayan bir yöntem olarak suya tuz da ekleyebilirsiniz. Hasır üzerinde oluşan küf veya mantarı ortadan kaldırmanız gerekiyorsa, kumaşınızın üzerine bir ölçü beyaz sirke ve üç ölçü su karışımı ekleyin.'
 '[başlık] Ahşap cilası çıkarıcıyı iki ölçü su ve bir ölçü seyreltilmiş sirkeyle seyreltin. [adım] Bir litre sirkeyi ölçün ve bir litre suya dökün; yaklaşık bir çay kaşığı kadar miktar yeterli olacaktır.'
 '[başlık] Hasırı durulayın ve kurulayın. [adım] Hasırı akan su altında durulayın veya bir havluyla hafifçe kurulayın.'
 'Sert kimyasallar hasır malzemelere zarar verebileceğinden, aşındırıcı kimyasallar içeren sabun kullanmayın. [başlık] Lekelerin döşemeye nüfuz etmesini önleyin.']",wikihow~42580,train,indomain,0,"[header] Hasır mobilya nasıl yıkanır [title] Nemli bir bez veya süngerle silin. [adım] Kiri çıkarmak ve parlaklığı korumak için hasırın tüm yüzeylerini yumuşak bir bez ve su kullanarak yavaşça silin. [alt adımlar] Hasırınızdaki daha inatçı kir ve lekeler için bezinizde veya süngerinizde yumuşak bir sabun kullanmayı deneyin, ancak daha sonra sadece suyla silin.
Şıklar:
A- Ayrıca kir ve lekeleri nazikçe fırçalamak için aşındırıcı olmayan bir yöntem olarak suya tuz da ekleyebilirsiniz. Hasır üzerinde oluşan küf veya mantarı ortadan kaldırmanız gerekiyorsa, kumaşınızın üzerine bir ölçü beyaz sirke ve üç ölçü su karışımı ekleyin.
B- [başlık] Ahşap cilası çıkarıcıyı iki ölçü su ve bir ölçü seyreltilmiş sirkeyle seyreltin. [adım] Bir litre sirkeyi ölçün ve bir litre suya dökün; yaklaşık bir çay kaşığı kadar miktar yeterli olacaktır.
C- [başlık] Hasırı durulayın ve kurulayın. [adım] Hasırı akan su altında durulayın veya bir havluyla hafifçe kurulayın.
D- Sert kimyasallar hasır malzemelere zarar verebileceğinden, aşındırıcı kimyasallar içeren sabun kullanmayın. [başlık] Lekelerin döşemeye nüfuz etmesini önleyin.","Ayrıca kir ve lekeleri nazikçe fırçalamak için aşındırıcı olmayan bir yöntem olarak suya tuz da ekleyebilirsiniz. Hasır üzerinde oluşan küf veya mantarı ortadan kaldırmanız gerekiyorsa, kumaşınızın üzerine bir ölçü beyaz sirke ve üç ölçü su karışımı ekleyin.",A
49395,Yemek ve Eğlence,[başlık] Nasturtium pesto nasıl yapılır [başlık] Yaprakları ve çiçekleri hazırlayın. [adım] Bunları yıkayın ve kurutun. Yapraklar büyükse ikiye bölün.,,[başlık] Nasturtium pesto nasıl yapılır [başlık] Yaprakları ve çiçekleri hazırlayın. [adım] Bunları yıkayın ve kurutun. Yapraklar büyükse ikiye bölün.,"['[title] Yaprakları, çiçekleri, sarımsakları ve cevizleri karıştırıcıya yerleştirin. [adım] Zeytinyağını dökün ve parmesan peynirini ekleyin.'
 'Yapraklarını ve çiçeklerini soyduktan sonra biberleri kabuklarıyla birlikte bir kavanoza koyun. Biberler kalın ve gevrek bir macun oluşturacak pesto ile tamamen kaplanana kadar kavanozu sallayın.'
 'Sapını ve dış derisini bir baltayla kesin. Biber kaldıysa onun yerine onu kullanın.'
 ""Küçüklerse ikiye bölün. Kuruduktan sonra fırınınızı 170°f'ye (14°c) ısıtın.""]",wikihow~81290,train,indomain,0,"[başlık] Nasturtium pesto nasıl yapılır [başlık] Yaprakları ve çiçekleri hazırlayın. [adım] Bunları yıkayın ve kurutun. Yapraklar büyükse ikiye bölün.
Şıklar:
A- [title] Yaprakları, çiçekleri, sarımsakları ve cevizleri karıştırıcıya yerleştirin. [adım] Zeytinyağını dökün ve parmesan peynirini ekleyin.
B- Yapraklarını ve çiçeklerini soyduktan sonra biberleri kabuklarıyla birlikte bir kavanoza koyun. Biberler kalın ve gevrek bir macun oluşturacak pesto ile tamamen kaplanana kadar kavanozu sallayın.
C- Sapını ve dış derisini bir baltayla kesin. Biber kaldıysa onun yerine onu kullanın.
D- Küçüklerse ikiye bölün. Kuruduktan sonra fırınınızı 170°f'ye (14°c) ısıtın.","[title] Yaprakları, çiçekleri, sarımsakları ve cevizleri karıştırıcıya yerleştirin. [adım] Zeytinyağını dökün ve parmesan peynirini ekleyin.",A
47819,İp atlama,Küçük bir grup insanın birbirleriyle ip salladığı ve ip atlamayla jimnastikçi rutini yaptığı görülüyor.,adam,Küçük bir grup insanın birbirleriyle ip salladığı ve ip atlamayla jimnastikçi rutini yaptığı görülüyor. adam,"['sallanmaya devam edin ve el çırparak ve eğilerek bitirin.'
 'bir kez daha alın ve yumruklarınızı kameraya doğru sallayın.'
 'atlama ipi boyunca çeşitli taklalar ve numaralar yaparak ve sırayla birbirleriyle geriye ve dördüncüye geçin.'
 'Ağırlıkları yukarı aşağı kaldırın ve sahneye çıkmadan önce kalabalığa el sallayarak rutini sonlandırın.']",activitynet~v_-lEsnrNNZFU,train,indomain,2,"Küçük bir grup insanın birbirleriyle ip salladığı ve ip atlamayla jimnastikçi rutini yaptığı görülüyor. adam
Şıklar:
A- sallanmaya devam edin ve el çırparak ve eğilerek bitirin.
B- bir kez daha alın ve yumruklarınızı kameraya doğru sallayın.
C- atlama ipi boyunca çeşitli taklalar ve numaralar yaparak ve sırayla birbirleriyle geriye ve dördüncüye geçin.
D- Ağırlıkları yukarı aşağı kaldırın ve sahneye çıkmadan önce kalabalığa el sallayarak rutini sonlandırın.",atlama ipi boyunca çeşitli taklalar ve numaralar yaparak ve sırayla birbirleriyle geriye ve dördüncüye geçin.,C
11861,Eliptik antrenör,Daha sonra eliptik bisiklette bacakların nasıl hareket etmesi gerektiği gösteriliyor. Kırmızılı kadın ayrıca eliptik bisikletle çalışmanın faydalarını açıklıyor.,makinedeki kadın,Daha sonra eliptik bisiklette bacakların nasıl hareket etmesi gerektiği gösteriliyor. Kırmızılı kadın ayrıca eliptik bisikletle çalışmanın faydalarını açıklıyor. makinedeki kadın,"['makine eliptik bölümün nasıl çıkarılacağını açıklarken geriye ve dördüncüye doğru hareket eder.'
 'izleyicilere eliptikte egzersiz yapmanın doğru yolunu göstermeye devam ediyor.'
 'egzersiz makinesini kullanmakla bir arkadaşını kullanmak arasındaki farktan bahsetmeye devam ediyor.'
 'artık başkalarıyla iletişim kurmaya başlıyor ve daha da fazla kadının kadın egzersizi yaptığı görülüyor.']",activitynet~v_MEbEcvzdytY,val,indomain,1,"Daha sonra eliptik bisiklette bacakların nasıl hareket etmesi gerektiği gösteriliyor. Kırmızılı kadın ayrıca eliptik bisikletle çalışmanın faydalarını açıklıyor. makinedeki kadın
Şıklar:
A- makine eliptik bölümün nasıl çıkarılacağını açıklarken geriye ve dördüncüye doğru hareket eder.
B- izleyicilere eliptikte egzersiz yapmanın doğru yolunu göstermeye devam ediyor.
C- egzersiz makinesini kullanmakla bir arkadaşını kullanmak arasındaki farktan bahsetmeye devam ediyor.
D- artık başkalarıyla iletişim kurmaya başlıyor ve daha da fazla kadının kadın egzersizi yaptığı görülüyor.",izleyicilere eliptikte egzersiz yapmanın doğru yolunu göstermeye devam ediyor.,B
20023,Sağlık,[header] Plastik lens camlarındaki çizikler nasıl giderilir [title] Çiziklerin gerçekte nerede olduğunu belirlemek için lenslerinizin yüzeyini temizleyin. [adım] Gözlükler için özel olarak üretilmiş bir temizleyici ve temiz bir mikro fiber bez kullandığınızdan emin olun. Bunu herhangi bir gözlük mağazasından veya göz doktorunun ofisinden alabilirsiniz.,,[header] Plastik lens camlarındaki çizikler nasıl giderilir [title] Çiziklerin gerçekte nerede olduğunu belirlemek için lenslerinizin yüzeyini temizleyin. [adım] Gözlükler için özel olarak üretilmiş bir temizleyici ve temiz bir mikro fiber bez kullandığınızdan emin olun. Bunu herhangi bir gözlük mağazasından veya göz doktorunun ofisinden alabilirsiniz.,"['[title] Çiziklere su ve pamuk toplarından oluşan bir solüsyon uygulayın. [adım] Pamuk toplarını ıslatın ve çözeltinin çeyrek boyutunun tamamını bezin üzerine damlatın.'
 'Bardaklarınızın çizik yüzeyini ılık su ve deterjan kullanarak bezle iyice temizleyin. [alt adımlar] Gözlüklerinizin yapıldığı malzemeye bağlı olarak, lens muhafazası da dahil olmak üzere lenslerdeki çizikleri temizlemek için eski bezler kullanabileceksiniz.'
 'Kendi kullanımınız için kullanmak üzere temizleyiciyi bir kaseye boşaltın. Paslanmaz çelikten yapılmış veya yerel bir ayakkabı mağazasından satın alınan gözlükler için güvenli olmalıdır.'
 'Hatta oradan gözlük aldıysanız muhtemelen size bedavaya vereceklerdir. [title] Lenslerinize çizik giderici uygulayın.']",wikihow~33073,train,indomain,3,"[header] Plastik lens camlarındaki çizikler nasıl giderilir [title] Çiziklerin gerçekte nerede olduğunu belirlemek için lenslerinizin yüzeyini temizleyin. [adım] Gözlükler için özel olarak üretilmiş bir temizleyici ve temiz bir mikro fiber bez kullandığınızdan emin olun. Bunu herhangi bir gözlük mağazasından veya göz doktorunun ofisinden alabilirsiniz.
Şıklar:
A- [title] Çiziklere su ve pamuk toplarından oluşan bir solüsyon uygulayın. [adım] Pamuk toplarını ıslatın ve çözeltinin çeyrek boyutunun tamamını bezin üzerine damlatın.
B- Bardaklarınızın çizik yüzeyini ılık su ve deterjan kullanarak bezle iyice temizleyin. [alt adımlar] Gözlüklerinizin yapıldığı malzemeye bağlı olarak, lens muhafazası da dahil olmak üzere lenslerdeki çizikleri temizlemek için eski bezler kullanabileceksiniz.
C- Kendi kullanımınız için kullanmak üzere temizleyiciyi bir kaseye boşaltın. Paslanmaz çelikten yapılmış veya yerel bir ayakkabı mağazasından satın alınan gözlükler için güvenli olmalıdır.
D- Hatta oradan gözlük aldıysanız muhtemelen size bedavaya vereceklerdir. [title] Lenslerinize çizik giderici uygulayın.",Hatta oradan gözlük aldıysanız muhtemelen size bedavaya vereceklerdir. [title] Lenslerinize çizik giderici uygulayın.,D
48906,Sağlık,[header] Detoks suyu nasıl yapılır [title] Detoks yapmaya karar verin. [adım] Detoksifikasyon sıklıkla yapılır çünkü insanlar çevrelerinin toksinlerle dolu olduğunu bilirler ve doğal süreç boyunca yardımcı olmak isterler. Yaygın yaklaşımlardan biri detoks suyu hazırlamaktır.,,[header] Detoks suyu nasıl yapılır [title] Detoks yapmaya karar verin. [adım] Detoksifikasyon sıklıkla yapılır çünkü insanlar çevrelerinin toksinlerle dolu olduğunu bilirler ve doğal süreç boyunca yardımcı olmak isterler. Yaygın yaklaşımlardan biri detoks suyu hazırlamaktır.,"['Detoks suyunun ambalajında \u200b\u200bkişinin detoks yapacağı belirtilmektedir. Detoks kullanılıyorsa şişe teknik olarak dekolte edilir.'
 ""Ne yazık ki, bu süreç Amerika Birleşik Devletleri'nde hala güvensiz olarak kabul ediliyor ve bu da detoks çalışanları için ek ekipmanın edinilmesi gerektiği anlamına geliyor. Hükümetin kısıtlamaları artık çok daha katı ve detoksun onaylanması birkaç yıl alacak.""
 'Bu meyve suları yalnızca doğal, organik bileşenler kullanır ve normal detoksifikasyon süreçlerini desteklemeye yardımcı olmak üzere tasarlanmıştır. [alt adımlar] İnsanlar genellikle detoks sularını kullandıktan sonra kendilerini daha odaklanmış ve enerjik hissederler.'
 'Detoksunuz için kendi hazır diyetinizi oluşturabilirsiniz ancak uymanız gereken bazı talimatlar vardır. [alt adımlar] Detoks yapan insanlarla her zaman sağlıklı ilişkiler kurduğunuzdan emin olun.']",wikihow~80517,train,indomain,2,"[header] Detoks suyu nasıl yapılır [title] Detoks yapmaya karar verin. [adım] Detoksifikasyon sıklıkla yapılır çünkü insanlar çevrelerinin toksinlerle dolu olduğunu bilirler ve doğal süreç boyunca yardımcı olmak isterler. Yaygın yaklaşımlardan biri detoks suyu hazırlamaktır.
Şıklar:
A- Detoks suyunun ambalajında ​​kişinin detoks yapacağı belirtilmektedir. Detoks kullanılıyorsa şişe teknik olarak dekolte edilir.
B- Ne yazık ki, bu süreç Amerika Birleşik Devletleri'nde hala güvensiz olarak kabul ediliyor ve bu da detoks çalışanları için ek ekipmanın edinilmesi gerektiği anlamına geliyor. Hükümetin kısıtlamaları artık çok daha katı ve detoksun onaylanması birkaç yıl alacak.
C- Bu meyve suları yalnızca doğal, organik bileşenler kullanır ve normal detoksifikasyon süreçlerini desteklemeye yardımcı olmak üzere tasarlanmıştır. [alt adımlar] İnsanlar genellikle detoks sularını kullandıktan sonra kendilerini daha odaklanmış ve enerjik hissederler.
D- Detoksunuz için kendi hazır diyetinizi oluşturabilirsiniz ancak uymanız gereken bazı talimatlar vardır. [alt adımlar] Detoks yapan insanlarla her zaman sağlıklı ilişkiler kurduğunuzdan emin olun.","Bu meyve suları yalnızca doğal, organik bileşenler kullanır ve normal detoksifikasyon süreçlerini desteklemeye yardımcı olmak üzere tasarlanmıştır. [alt adımlar] İnsanlar genellikle detoks sularını kullandıktan sonra kendilerini daha odaklanmış ve enerjik hissederler.",C
21866,Ev ve bahçe,"[başlık] Mutfak tezgahının altına şarap rafı nasıl eklenir [başlık] Şarap için doğru koşullara sahip bir dolap bölümü seçin. [adım] Şişelerin sıcaklık ve titreşim değişikliğine neden olabilecek cihazlardan uzak olmasını sağlamak istiyorsunuz. Ayrıca, o alanı seçmeden önce insanların veya evcil hayvanların mutfak dolabına sık sık çarpıp çarpmadığını da not etmelisiniz.",,"[başlık] Mutfak tezgahının altına şarap rafı nasıl eklenir [başlık] Şarap için doğru koşullara sahip bir dolap bölümü seçin. [adım] Şişelerin sıcaklık ve titreşim değişikliğine neden olabilecek cihazlardan uzak olmasını sağlamak istiyorsunuz. Ayrıca, o alanı seçmeden önce insanların veya evcil hayvanların mutfak dolabına sık sık çarpıp çarpmadığını da not etmelisiniz.","['[alt adımlar] Bu spesifikasyonlara uygun mutfak dolabınız yoksa mutfağınıza bir ada kurmayı düşünün. Adanın yarısı yemek hazırlamak veya yemek kitabı depolamak için kullanılabilirken diğer yarısı şarap rafına ayrılabilir.'
 '[alt adımlar] İçki dolapları genellikle üst kısımdan açılabilir ve şarap rafının altına yerleştirilebilir, bu nedenle insanların karışımı duymak için önce eğilmeleri gerekir. Dolaptan bardak almanız durumunda cam dolaplar da açılabilmektedir.'
 '[alt adımlar] Mutfak dolabına kolay erişim tezgahın arka tarafında gizlenmiştir ve uzaktan görülmesi gerekmez. Ancak istenirse küçük depolama alanlarından da yararlanabilirsiniz.'
 'Ayrıca şarap rafının ne sağlamak üzere tasarlandığını da belirlemelisiniz. Örneğin, konukların şarapları kalabalıklaştırmadan dökebilmeleri için şarap rafları arasında boşluk bırakmanın bir yolunu seçebilirsiniz, ancak baloncuklu girintilere sahip şarap rafları daha fazla dikkat dağıtmaya ve daha az depolama alanına olanak tanır.']",wikihow~36117,train,indomain,0,"[başlık] Mutfak tezgahının altına şarap rafı nasıl eklenir [başlık] Şarap için doğru koşullara sahip bir dolap bölümü seçin. [adım] Şişelerin sıcaklık ve titreşim değişikliğine neden olabilecek cihazlardan uzak olmasını sağlamak istiyorsunuz. Ayrıca, o alanı seçmeden önce insanların veya evcil hayvanların mutfak dolabına sık sık çarpıp çarpmadığını da not etmelisiniz.
Şıklar:
A- [alt adımlar] Bu spesifikasyonlara uygun mutfak dolabınız yoksa mutfağınıza bir ada kurmayı düşünün. Adanın yarısı yemek hazırlamak veya yemek kitabı depolamak için kullanılabilirken diğer yarısı şarap rafına ayrılabilir.
B- [alt adımlar] İçki dolapları genellikle üst kısımdan açılabilir ve şarap rafının altına yerleştirilebilir, bu nedenle insanların karışımı duymak için önce eğilmeleri gerekir. Dolaptan bardak almanız durumunda cam dolaplar da açılabilmektedir.
C- [alt adımlar] Mutfak dolabına kolay erişim tezgahın arka tarafında gizlenmiştir ve uzaktan görülmesi gerekmez. Ancak istenirse küçük depolama alanlarından da yararlanabilirsiniz.
D- Ayrıca şarap rafının ne sağlamak üzere tasarlandığını da belirlemelisiniz. Örneğin, konukların şarapları kalabalıklaştırmadan dökebilmeleri için şarap rafları arasında boşluk bırakmanın bir yolunu seçebilirsiniz, ancak baloncuklu girintilere sahip şarap rafları daha fazla dikkat dağıtmaya ve daha az depolama alanına olanak tanır.",[alt adımlar] Bu spesifikasyonlara uygun mutfak dolabınız yoksa mutfağınıza bir ada kurmayı düşünün. Adanın yarısı yemek hazırlamak veya yemek kitabı depolamak için kullanılabilirken diğer yarısı şarap rafına ayrılabilir.,A
3930,Ayakkabı giymek,Bir adamın ayakkabısını çıkarıp ayaklarını silmek için eğildiği ve ardından ayakkabıyı tekrar giydiği görülüyor.,o,Bir adamın ayakkabısını çıkarıp ayaklarını silmek için eğildiği ve ardından ayakkabıyı tekrar giydiği görülüyor. O,"['daha sonra ayakkabıyı temizleyiciyle dolduruyor, sonra nyquil topunu siliyor ve ayağını her yerine sürerek tamamen yıkıyor.'
 'ayakkabıyı bırakır ve uzaklaşır.'
 'elinde bir ayakkabıyla ve kameraya doğru dönerek kapıdan çıkıyor.'
 'bunu diğer ayağına da yapıyor ve kayaların üzerinde yürürken bir adam onu \u200b\u200bkaydediyor ve diğerleri etrafta dolaşıyor.']",activitynet~v_j3h8Di7V3nk,train,indomain,3,"Bir adamın ayakkabısını çıkarıp ayaklarını silmek için eğildiği ve ardından ayakkabıyı tekrar giydiği görülüyor. O
Şıklar:
A- daha sonra ayakkabıyı temizleyiciyle dolduruyor, sonra nyquil topunu siliyor ve ayağını her yerine sürerek tamamen yıkıyor.
B- ayakkabıyı bırakır ve uzaklaşır.
C- elinde bir ayakkabıyla ve kameraya doğru dönerek kapıdan çıkıyor.
D- bunu diğer ayağına da yapıyor ve kayaların üzerinde yürürken bir adam onu ​​kaydediyor ve diğerleri etrafta dolaşıyor.",bunu diğer ayağına da yapıyor ve kayaların üzerinde yürürken bir adam onu ​​kaydediyor ve diğerleri etrafta dolaşıyor.,D
24732,Yemek ve Eğlence,"[başlık] Kraliyet kreması nasıl yapılır [başlık] Malzemelerinizi toplayın. [adım] İşte yumurta akı ile dört bardak royal krema hazırlamanız gerekenler: [alt adımlar] 3 bardak (700 ml) pudra şekeri, artı gerektiği kadar ilave 2 yumurta akı 1 çay kaşığı (5 ml) limon suyu [başlık ] Pudra şekerini bir kaseye eleyin. [adım] Eleme gerekli değildir ancak kremanızın topaklanmasını önlemeye yardımcı olacaktır.",,"[başlık] Kraliyet kreması nasıl yapılır [başlık] Malzemelerinizi toplayın. [adım] İşte yumurta akı ile dört bardak royal krema hazırlamanız gerekenler: [alt adımlar] 3 bardak (700 ml) pudra şekeri, artı gerektiği kadar ilave 2 yumurta akı 1 çay kaşığı (5 ml) limon suyu [başlık ] Pudra şekerini bir kaseye eleyin. [adım] Eleme gerekli değildir ancak kremanızın topaklanmasını önlemeye yardımcı olacaktır.","['[title] Yumurta aklarını ayrı bir kaseye ayırın. [adım] Bir yumurtayı kırın ve ardından çatlak tarafı yukarı bakacak şekilde çevirin.'
 '[alt adımlar] Limon suyu kullanıyorsanız, önce pudra şekerini ince bir elek içine kazıdığınızdan emin olun. Bulutlar buzlanmanın bir arada kalmasına yardımcı olacak.'
 'İyice karıştığında şekeri ve yumurta aklarını küçük bir kapta çırpın. Sonunda kalın, pürüzsüz ve tutarlı bir krema elde edeceksiniz.'
 '[title] Yumurta beyazları dışındaki tüm malzemeleri kauçuk olmayan bir kapta çırpın. [adım] Bu yöntemi kullanarak daha iyi sonuçlar elde edeceksiniz.']",wikihow~40795,train,indomain,0,"[başlık] Kraliyet kreması nasıl yapılır [başlık] Malzemelerinizi toplayın. [adım] İşte yumurta akı ile dört bardak royal krema hazırlamanız gerekenler: [alt adımlar] 3 bardak (700 ml) pudra şekeri, artı gerektiği kadar ilave 2 yumurta akı 1 çay kaşığı (5 ml) limon suyu [başlık ] Pudra şekerini bir kaseye eleyin. [adım] Eleme gerekli değildir ancak kremanızın topaklanmasını önlemeye yardımcı olacaktır.
Şıklar:
A- [title] Yumurta aklarını ayrı bir kaseye ayırın. [adım] Bir yumurtayı kırın ve ardından çatlak tarafı yukarı bakacak şekilde çevirin.
B- [alt adımlar] Limon suyu kullanıyorsanız, önce pudra şekerini ince bir elek içine kazıdığınızdan emin olun. Bulutlar buzlanmanın bir arada kalmasına yardımcı olacak.
C- İyice karıştığında şekeri ve yumurta aklarını küçük bir kapta çırpın. Sonunda kalın, pürüzsüz ve tutarlı bir krema elde edeceksiniz.
D- [title] Yumurta beyazları dışındaki tüm malzemeleri kauçuk olmayan bir kapta çırpın. [adım] Bu yöntemi kullanarak daha iyi sonuçlar elde edeceksiniz.",[title] Yumurta aklarını ayrı bir kaseye ayırın. [adım] Bir yumurtayı kırın ve ardından çatlak tarafı yukarı bakacak şekilde çevirin.,A
