id,question,choices,answerKey,answer
Mercury_7082810,"Masanın üzerinde hareketsiz duran bir bowling topu masaya aşağı doğru bir kuvvet uygulamaktadır. Masanın uyguladığı kuvvet olmalıdır.
Şıklar:
A. topun kuvvetine eşittir.
B. topla birlikte sürekli değişiyor.
C. topun kuvvetinden daha büyüktür.
D. topun kuvvetinden daha azdır.","{'text': ['topun kuvvetine eşittir.', 'topla birlikte sürekli değişiyor.', 'topun kuvvetinden daha büyüktür.', 'topun kuvvetinden daha azdır.'], 'label': ['A', 'B', 'C', 'D']}",A,topun kuvvetine eşittir.
Mercury_7032428,"Bazı araştırmacılar havuçta bulunan beta-karotenin insanların daha uzun yaşamasına yardımcı olabileceğine inanıyor. Birkaç bilim adamı, yüz kişiden iki yıl boyunca günde iki doz beta-karoten almasının istendiği ve diğer yüz kişiye de aynı süre boyunca plasebo, şeker hapı verildiği bir deney tasarladı. İki yılın ardından bilim insanları verileri toplayıp bir sonuca varmayı planladılar. Bu iyi bir bilimsel çalışma örneği değildir ve yapılmamıştır çünkü
Şıklar:
A. kontrol grubu yoktur.
B. çok fazla değişken var.
C. deney grubu bulunmamaktadır.
D. test edilebilir bir hipotezi yoktur.","{'text': ['kontrol grubu yoktur.', 'çok fazla değişken var.', 'deney grubu bulunmamaktadır.', 'test edilebilir bir hipotezi yoktur.'], 'label': ['A', 'B', 'C', 'D']}",B,çok fazla değişken var.
MCAS_2005_9_20,"Aşağıdakilerden hangisi x-ışını dalgaları ile ses dalgaları arasındaki benzerliktir?
Şıklar:
A. Her ikisi de enerji aktarır.
B. Her ikisi de vakum gerektirir.
C. İkisi de aynı hıza sahip.
D. Her ikisi de aynı frekansa sahiptir.","{'text': ['Her ikisi de enerji aktarır.', 'Her ikisi de vakum gerektirir.', 'İkisi de aynı hıza sahip.', 'Her ikisi de aynı frekansa sahiptir.'], 'label': ['A', 'B', 'C', 'D']}",A,Her ikisi de enerji aktarır.
AKDE&ED_2008_8_36,"Bir öğrenci iki elinin avuçlarını hızla birbirine sürtüyor. Hangi dizi, meydana gelen enerji dönüşümlerini doğru şekilde tanımlar?
Şıklar:
A. kimyasal -> mekanik -> ısı
B. mekanik -> ısı -> kimyasal
C. ısı -> mekanik -> kimyasal
D. mekanik -> nükleer -> ısı","{'text': ['kimyasal -> mekanik -> ısı', 'mekanik -> ısı -> kimyasal', 'ısı -> mekanik -> kimyasal', 'mekanik -> nükleer -> ısı'], 'label': ['A', 'B', 'C', 'D']}",A,kimyasal -> mekanik -> ısı
Mercury_7205800,"Tortular genellikle parçacık boyutuna göre sınıflandırılır. Bir öğrenci çökeltileri kaynaklarına göre sınıflandırmak istiyor. Bu alternatif sınıflandırmayı en iyi şekilde tanımlayan ifade hangisidir?
Şıklar:
A. çökeltilerin parçacık boyutuna göre de tanımlanması durumunda kabul edilebilir
B. sınıflandırma için kullanılan faktörler verilirse kabul edilebilir
C. kabul edilemez çünkü diğerleri sınıflandırma sistemini anlamayacaklardır
D. kabul edilemez çünkü bilim adamlarının çökeltileri sınıflandırma şekli genellikle bu değildir","{'text': ['çökeltilerin parçacık boyutuna göre de tanımlanması durumunda kabul edilebilir', 'sınıflandırma için kullanılan faktörler verilirse kabul edilebilir', 'kabul edilemez çünkü diğerleri sınıflandırma sistemini anlamayacaklardır', 'kabul edilemez çünkü bilim adamlarının çökeltileri sınıflandırma şekli genellikle bu değildir'], 'label': ['A', 'B', 'C', 'D']}",B,sınıflandırma için kullanılan faktörler verilirse kabul edilebilir
VASoL_2010_3_39,"Basit bir makine işi kolaylaştırır çünkü onu kullanmak ___.
Şıklar:
A. ağır bir şeyi hareket ettirmek için daha az kuvvet gerekir
B. ağır bir şeyin ağırlığını değiştirir
C. bir şeyin görünüşünü iyileştirir
D. bir şeyin farklı bir şekle dönüşmesine izin verir","{'text': ['ağır bir şeyi hareket ettirmek için daha az kuvvet gerekir', 'ağır bir şeyin ağırlığını değiştirir', 'bir şeyin görünüşünü iyileştirir', 'bir şeyin farklı bir şekle dönüşmesine izin verir'], 'label': ['A', 'B', 'C', 'D']}",A,ağır bir şeyi hareket ettirmek için daha az kuvvet gerekir
VASoL_2010_3_21,"Aşağıdakilerden hangisi katı haldeki suyu tanımlar?
Şıklar:
A. Buharlar gökyüzüne doğru yükseliyor
B. Fırtına sırasında dolu
C. Dalgalar deniz kıyısına çarpıyor
D. Bulutlardan yağmur yağıyor","{'text': ['Buharlar gökyüzüne doğru yükseliyor', 'Fırtına sırasında dolu', 'Dalgalar deniz kıyısına çarpıyor', 'Bulutlardan yağmur yağıyor'], 'label': ['A', 'B', 'C', 'D']}",B,Fırtına sırasında dolu
Mercury_416144,"Dünyanın Güneş'e olan uzaklığı gezegenin yaşamını sürdürmesine yardımcı olur. Güneş daha büyük olsaydı, Dünya'nın yaşamı sürdürebilmesi için büyük olasılıkla neyin doğru olması gerekirdi?
Şıklar:
A. Dünya'nın Güneş'ten daha uzakta olması gerekirdi.
B. Dünyanın Güneş'e daha yakın olması gerekirdi.
C. Dünyanın daha küçük olması gerekirdi.
D. Dünyanın daha büyük olması gerekirdi.","{'text': [""Dünya'nın Güneş'ten daha uzakta olması gerekirdi."", ""Dünyanın Güneş'e daha yakın olması gerekirdi."", 'Dünyanın daha küçük olması gerekirdi.', 'Dünyanın daha büyük olması gerekirdi.'], 'label': ['A', 'B', 'C', 'D']}",A,Dünya'nın Güneş'ten daha uzakta olması gerekirdi.
ACTAAP_2010_5_14,"Yeşil bitkiler karbondioksit-oksijen döngüsünün nasıl önemli bir parçası?
Şıklar:
A. Toprağa oksijen katarlar.
B. Havaya oksijen salarlar.
C. Topraktaki karbondioksiti sabitlerler.
D. Karbondioksiti köklerde depolarlar.","{'text': ['Toprağa oksijen katarlar.', 'Havaya oksijen salarlar.', 'Topraktaki karbondioksiti sabitlerler.', 'Karbondioksiti köklerde depolarlar.'], 'label': ['A', 'B', 'C', 'D']}",B,Havaya oksijen salarlar.
Mercury_7171728,"Bir cismin ağırlığı dünyanın farklı yerlerinde değişir. Hangisi ağırlık ölçüsüdür?
Şıklar:
A. 20 ml
B. 16 N
C. 45 m
D. 90°C","{'text': ['20 ml', '16 N', '45 m', '90°C'], 'label': ['A', 'B', 'C', 'D']}",B,16 N
Mercury_7126263,"Bir el fenerindeki enerjinin dönüşümünü en iyi hangisi tanımlar?
Şıklar:
A. kimyasal enerjinin ses enerjisine dönüşümü
B. kimyasal enerjinin radyant enerjiye dönüşümü
C. elektrik enerjisinin nükleer enerjiye dönüşümü
D. elektrik enerjisinin mekanik enerjiye dönüşümü","{'text': ['kimyasal enerjinin ses enerjisine dönüşümü', 'kimyasal enerjinin radyant enerjiye dönüşümü', 'elektrik enerjisinin nükleer enerjiye dönüşümü', 'elektrik enerjisinin mekanik enerjiye dönüşümü'], 'label': ['A', 'B', 'C', 'D']}",B,kimyasal enerjinin radyant enerjiye dönüşümü
VASoL_2007_5_39,"Aşağıdakilerden hangisi fen bilimleri dersinin çekirgelerle ilgili doğa yürüyüşünde yapabileceği bir gözlemdir?
Şıklar:
A. Çekirgeler bitkilerle dolu bir kapta en uzun süre yaşayacaktır.
B. Çekirgeler yeşil renkte olup, uzun arka bacakları ve antenleri vardır.
C. Çekirgeler muhtemelen ağaç yapraklarından daha fazla ot yiyecektir.
D. Çekirgelerin hepsi bir yıl önce yumurtlanan yumurtalardan çıktı.","{'text': ['Çekirgeler bitkilerle dolu bir kapta en uzun süre yaşayacaktır.', 'Çekirgeler yeşil renkte olup, uzun arka bacakları ve antenleri vardır.', 'Çekirgeler muhtemelen ağaç yapraklarından daha fazla ot yiyecektir.', 'Çekirgelerin hepsi bir yıl önce yumurtlanan yumurtalardan çıktı.'], 'label': ['A', 'B', 'C', 'D']}",B,"Çekirgeler yeşil renkte olup, uzun arka bacakları ve antenleri vardır."
Mercury_SC_407382,"Ördek ve kaplumbağa farklı hayvan türleridir. Ördek ve kaplumbağa hangi bakımdan birbirine benzer?
Şıklar:
A. İkisi de kış uykusuna yatar.
B. İkisinin de tüyleri var.
C. Her ikisi de yumurtlayarak ürerler.
D. Her ikisi de yavrularına süt sağlar.","{'text': ['İkisi de kış uykusuna yatar.', 'İkisinin de tüyleri var.', 'Her ikisi de yumurtlayarak ürerler.', 'Her ikisi de yavrularına süt sağlar.'], 'label': ['A', 'B', 'C', 'D']}",C,Her ikisi de yumurtlayarak ürerler.
Mercury_7081725,"Her ne kadar 19. yüzyılda genetik özelliklerin aktarımına ilişkin bir model önerilmiş olsa da, bilim adamlarının özellik kalıtımında DNA ve genlerin rolünü öğrenmesi ancak 20. yüzyıla kadar mümkün oldu. Bilimsel anlayıştaki bu ilerleme büyük ihtimalle aşağıdakilerden hangisinin sonucu olmuştur?
Şıklar:
A. devam eden soruşturma
B. eski hipotezlerin reddedilmesi
C. bilimsel yöntemde ilerleme
D. mevcut sonuçların tartışılması","{'text': ['devam eden soruşturma', 'eski hipotezlerin reddedilmesi', 'bilimsel yöntemde ilerleme', 'mevcut sonuçların tartışılması'], 'label': ['A', 'B', 'C', 'D']}",A,devam eden soruşturma
Mercury_416633,"İnsanlar dumanın aşağıdaki bileşenlerinden hangisi üzerinde en az kontrole sahiptir?
Şıklar:
A. su buharı
B. kükürt dioksit
C. amonyak
D. azot oksitler","{'text': ['su buharı', 'kükürt dioksit', 'amonyak', 'azot oksitler'], 'label': ['A', 'B', 'C', 'D']}",A,su buharı
LEAP__4_10225,"Louisiana'da okula gitmek için kalkıyorsunuz; Dünyanın diğer ucundaki bir öğrenci yatmaya hazırlanıyor. Bunun nedeni nedir?
Şıklar:
A. Dünya Güneş'in etrafında döner.
B. Dünya kendi ekseni etrafında dönmektedir.
C. Güneş kendi ekseni etrafında dönmektedir.
D. Ay, Dünya'nın etrafında döner.","{'text': [""Dünya Güneş'in etrafında döner."", 'Dünya kendi ekseni etrafında dönmektedir.', 'Güneş kendi ekseni etrafında dönmektedir.', ""Ay, Dünya'nın etrafında döner.""], 'label': ['A', 'B', 'C', 'D']}",B,Dünya kendi ekseni etrafında dönmektedir.
Mercury_7086660,"Taşlaşmış palmiye ağaçları buzulların yakınındaki tortul kayalarda bulunur. Taşlaşmış palmiye ağaçlarının varlığı büyük olasılıkla hangi ifadeye kanıt sağlıyor?
Şıklar:
A. Bölgeye bir kez daha su verildi.
B. Bölge bir zamanlar otlaktı.
C. Bölgede iklim bir zamanlar tropikti.
D. Bölgede aktif faylar bulunmaktadır.","{'text': ['Bölgeye bir kez daha su verildi.', 'Bölge bir zamanlar otlaktı.', 'Bölgede iklim bir zamanlar tropikti.', 'Bölgede aktif faylar bulunmaktadır.'], 'label': ['A', 'B', 'C', 'D']}",C,Bölgede iklim bir zamanlar tropikti.
Mercury_404609,"Great Basin Milli Parkı'nın hangi özelliği buzulların arazi üzerinde hareket ettiğine dair en iyi kanıtı sağlıyor?
Şıklar:
A. çamur düzlükleri
B. sığ tuz gölleri
C. adaçayı tarlaları
D. kayalık enkaz yığınları","{'text': ['çamur düzlükleri', 'sığ tuz gölleri', 'adaçayı tarlaları', 'kayalık enkaz yığınları'], 'label': ['A', 'B', 'C', 'D']}",D,kayalık enkaz yığınları
MCAS_2000_4_17,"Hangisi insan yapımı ürüne örnektir?
Şıklar:
A. kek
B. domates
C. buğday
D. kömür","{'text': ['kek', 'domates', 'buğday', 'kömür'], 'label': ['A', 'B', 'C', 'D']}",A,kek
Mercury_7044818,"Bir atomda bulunan en küçük negatif yüklü parçacık nerede?
Şıklar:
A. çekirdek
B. çekirdekteki yörüngeler
C. çekirdeğin etrafındaki yörüngeler
D. proton ve nötron arasında","{'text': ['çekirdek', 'çekirdekteki yörüngeler', 'çekirdeğin etrafındaki yörüngeler', 'proton ve nötron arasında'], 'label': ['A', 'B', 'C', 'D']}",C,çekirdeğin etrafındaki yörüngeler
Mercury_7228375,"Membranlar üzerinde çalışan öğrenciler, değişen konsantrasyonlarda kırmızı gıda boyası ile doldurulmuş etiketli kağıt bardaklar kullanarak bir deney gerçekleştirdiler. Deneyden sonra bardaklar boş ve lekeliydi. Kullanılmış bardaklar ne yapılmalı?
Şıklar:
A. bardakları yeniden kullan
B. bardakları çöpe atmak
C. bardakları geri dönüştürün
D. bardakları yeniden etiketleyin","{'text': ['bardakları yeniden kullan', 'bardakları çöpe atmak', 'bardakları geri dönüştürün', 'bardakları yeniden etiketleyin'], 'label': ['A', 'B', 'C', 'D']}",C,bardakları geri dönüştürün
Mercury_184730,"İki organizma çiftleşir ve yavrular üretir. Aşağıdaki ifadelerden hangisi yavruların neden üreyemediğini en iyi şekilde açıklar?
Şıklar:
A. Ebeveynler farklı bir cins ve farklı bir türdendir.
B. Ebeveynler farklı türdendir ancak aynı cinstendir.
C. Ebeveynler aynı cins ve aynı türdendir.
D. Ebeveynler aynı türdendir ancak farklı bir cinstendir.","{'text': ['Ebeveynler farklı bir cins ve farklı bir türdendir.', 'Ebeveynler farklı türdendir ancak aynı cinstendir.', 'Ebeveynler aynı cins ve aynı türdendir.', 'Ebeveynler aynı türdendir ancak farklı bir cinstendir.'], 'label': ['A', 'B', 'C', 'D']}",B,Ebeveynler farklı türdendir ancak aynı cinstendir.
Mercury_7189123,"Hangi koşullar altında iribaşların daha kısa bir metamorfoz döneminden geçmesine izin veren bir adaptasyon faydalı olabilir?
Şıklar:
A. kurbağa yavrularının hemen yüzmesi gerektiğinde
B. çevrelerinde sınırlı miktarda su olduğunda
C. Yırtıcı hayvanların sayısında azalma olduğunda
D. kurbağa yavrularının çevrelerine uyum sağlaması gerektiğinde","{'text': ['kurbağa yavrularının hemen yüzmesi gerektiğinde', 'çevrelerinde sınırlı miktarda su olduğunda', 'Yırtıcı hayvanların sayısında azalma olduğunda', 'kurbağa yavrularının çevrelerine uyum sağlaması gerektiğinde'], 'label': ['A', 'B', 'C', 'D']}",B,çevrelerinde sınırlı miktarda su olduğunda
Mercury_SC_402085,"Işık bir ortamdan geçerken en az kırılır
Şıklar:
A. teleskop merceği.
B. renkli bir pencere.
C. büyüteç.
D. bir çift gözlük.","{'text': ['teleskop merceği.', 'renkli bir pencere.', 'büyüteç.', 'bir çift gözlük.'], 'label': ['A', 'B', 'C', 'D']}",B,renkli bir pencere.
Mercury_SC_413624,"Bir kişi jpg'ye başladığında enerji nasıl değişir?
Şıklar:
A. Hareket depolanan enerjiye dönüşür.
B. Depolanan enerji harekete ve ısıya dönüşür.
C. Isı harekete ve depolanan enerjiye dönüşür.
D. Hareket kimyasal enerjiye dönüşür.","{'text': ['Hareket depolanan enerjiye dönüşür.', 'Depolanan enerji harekete ve ısıya dönüşür.', 'Isı harekete ve depolanan enerjiye dönüşür.', 'Hareket kimyasal enerjiye dönüşür.'], 'label': ['A', 'B', 'C', 'D']}",B,Depolanan enerji harekete ve ısıya dönüşür.
Mercury_7180810,"Bir öğretmen, özel bir ekipman kullanarak magnezyum (Mg) şeridini Bunsen ocağının alevi üzerine tutarak bir araştırma yürütüyor. Hangi gözlem kimyasal reaksiyonun gerçekleştiğini gösterir?
Şıklar:
A. Magnezyum şeridin sıcaklığı arttı.
B. Magnezyum şeridin şekli değişti.
C. Yanan magnezyum ışık üretti.
D. Magnezyumun buharlaştığı görüldü.","{'text': ['Magnezyum şeridin sıcaklığı arttı.', 'Magnezyum şeridin şekli değişti.', 'Yanan magnezyum ışık üretti.', 'Magnezyumun buharlaştığı görüldü.'], 'label': ['A', 'B', 'C', 'D']}",C,Yanan magnezyum ışık üretti.
Mercury_7094868,"Bir arabanın motorundaki benzin yakıldığında benzinin yalnızca yüzde 15'i mekanik enerjiye dönüştürülür. Bunun nedeni benzindeki enerjinin çoğunun
Şıklar:
A. ısıya dönüştü.
B. daha sonra kullanılmak üzere saklanır.
C. kimyasal enerjiye dönüştü.
D. Aracı hareket ettirmek için kullanılır.","{'text': ['ısıya dönüştü.', 'daha sonra kullanılmak üzere saklanır.', 'kimyasal enerjiye dönüştü.', 'Aracı hareket ettirmek için kullanılır.'], 'label': ['A', 'B', 'C', 'D']}",A,ısıya dönüştü.
Mercury_7138915,"Mor kırlangıçlar adı verilen saldırgan olmayan kuşlar, her baharda yumurtlamak için yuva yaparlar. Sığırcıklar, mor kırlangıcın yumurtalarını ve yavrularını yiyen agresif kuşlardır. Sığırcık istilasının ardından her iki popülasyon üzerindeki etkisi büyük olasılıkla hangisi olacaktır?
Şıklar:
A. Mor kırlangıçlar artacak, sığırcıklar ise azalacak.
B. Mor kırlangıçlar çoğalacak, sığırcıklar çoğalacak.
C. Mor kırlangıçlar azalacak, sığırcıklar ise azalacak.
D. Mor kırlangıçlar azalacak, sığırcıklar ise artacak.","{'text': ['Mor kırlangıçlar artacak, sığırcıklar ise azalacak.', 'Mor kırlangıçlar çoğalacak, sığırcıklar çoğalacak.', 'Mor kırlangıçlar azalacak, sığırcıklar ise azalacak.', 'Mor kırlangıçlar azalacak, sığırcıklar ise artacak.'], 'label': ['A', 'B', 'C', 'D']}",D,"Mor kırlangıçlar azalacak, sığırcıklar ise artacak."
Mercury_SC_414271,"Hangi ifade kelebeklerin yaşam döngüsünün kurbağaların yaşam döngüsünden farklı olduğunu açıklar?
Şıklar:
A. Kelebeğin yaşam döngülerinin daha fazla aşaması vardır.
B. Kelebeğin yaşam döngülerinin bir yumurta aşaması vardır.
C. Kelebek yaşam döngülerinin bir pupa aşaması vardır.
D. Kelebeğin yaşam döngülerinin yetişkin bir aşaması vardır.","{'text': ['Kelebeğin yaşam döngülerinin daha fazla aşaması vardır.', 'Kelebeğin yaşam döngülerinin bir yumurta aşaması vardır.', 'Kelebek yaşam döngülerinin bir pupa aşaması vardır.', 'Kelebeğin yaşam döngülerinin yetişkin bir aşaması vardır.'], 'label': ['A', 'B', 'C', 'D']}",C,Kelebek yaşam döngülerinin bir pupa aşaması vardır.
MCAS_2010_8_12005,"Tasarım sürecinde, bir sorun çözüldüğünde ancak bir özellik feda edildiğinde bir ödünleşim meydana gelir. Aşağıdakilerden hangisi takasa örnektir?
Şıklar:
A. Bir arabanın yakıt tüketimi artar ve motorun gücü azalır.
B. Bir uçak daha verimli bir motor kullanır ve daha yüksek performansa sahiptir.
C. Spor içeceğinin tadı iyileştirilir ve aynı besin içeriğine sahip olur.
D. Bir bilgisayar şirketi donanımı yükseltiyor ve fiyat değişmeden kalıyor.","{'text': ['Bir arabanın yakıt tüketimi artar ve motorun gücü azalır.', 'Bir uçak daha verimli bir motor kullanır ve daha yüksek performansa sahiptir.', 'Spor içeceğinin tadı iyileştirilir ve aynı besin içeriğine sahip olur.', 'Bir bilgisayar şirketi donanımı yükseltiyor ve fiyat değişmeden kalıyor.'], 'label': ['A', 'B', 'C', 'D']}",A,Bir arabanın yakıt tüketimi artar ve motorun gücü azalır.
Mercury_400397,"Bir ayı büyük olasılıkla bu davranışlardan hangisini kendi ortamında yaşayarak öğrenmiştir?
Şıklar:
A. içme suyu
B. balık yemek
C. çöp kutusunun kapaklarını açmak
D. gençliğini koruyor","{'text': ['içme suyu', 'balık yemek', 'çöp kutusunun kapaklarını açmak', 'gençliğini koruyor'], 'label': ['A', 'B', 'C', 'D']}",C,çöp kutusunun kapaklarını açmak
TIMSS_2011_8_pg102,"Robert sirkeye iki damla indikatör koydu ve renk kırmızıya döndü. Daha sonra renk kaybolana kadar damlalar halinde amonyak çözeltisi ekledi. Hangi süreç yaşandı?
Şıklar:
A. paslanma
B. erime
C. buharlaşma
D. nötralizasyon","{'text': ['paslanma', 'erime', 'buharlaşma', 'nötralizasyon'], 'label': ['A', 'B', 'C', 'D']}",D,nötralizasyon
MCAS_2013_8_29432,"Bitki hücresinin aşağıdaki kısımlarından hangisi hayvan iskeletinin fonksiyonuna en çok benzeyen fonksiyona sahiptir?
Şıklar:
A. hücre zarı
B. hücre çeperi
C. kloroplast
D. çekirdek","{'text': ['hücre zarı', 'hücre çeperi', 'kloroplast', 'çekirdek'], 'label': ['A', 'B', 'C', 'D']}",B,hücre çeperi
AKDE&ED_2008_8_1,"Bir bilim adamı yeni bir maddenin erime noktasını belirlemek için bir deney yapıyor. Hangi eylem doğru sonuçların elde edilme olasılığını artırabilir?
Şıklar:
A. deneyin üç kez tekrarlanması
B. birden fazla maddeyle deney yapmak
C. deneyden sonra prosedürün yazılması
D. Deneyde üç tip termometre kullanılması","{'text': ['deneyin üç kez tekrarlanması', 'birden fazla maddeyle deney yapmak', 'deneyden sonra prosedürün yazılması', 'Deneyde üç tip termometre kullanılması'], 'label': ['A', 'B', 'C', 'D']}",A,deneyin üç kez tekrarlanması
LEAP_2001_8_10379,"Jo Anne büyük bir kap temiz su aldı ve dikkatlice su yüzeyinin kenarına bir damla mavi gıda boyası ekledi. Behere dokunmadı ya da hareket ettirmedi. İlk başta, gıda boyası suya batarken mavi çizgiler gördü, ancak yavaş yavaş tüm su kabının rengi eşit şekilde maviye dönüştü. Mavi gıda boyasının suya karışmasına ne sebep oldu?
Şıklar:
A. Gıda boyası moleküllerine çarpan su molekülleri karışıma neden oldu.
B. Suyun yüzeyinde parlayan ışık karışmaya neden oldu.
C. Su ile gıda boyası arasındaki kimyasal reaksiyon yeni, açık mavi bir bileşik oluşturdu.
D. Su, gıda boyasıyla etkileşime girerek mavi rengin solmasına neden oldu.","{'text': ['Gıda boyası moleküllerine çarpan su molekülleri karışıma neden oldu.', 'Suyun yüzeyinde parlayan ışık karışmaya neden oldu.', 'Su ile gıda boyası arasındaki kimyasal reaksiyon yeni, açık mavi bir bileşik oluşturdu.', 'Su, gıda boyasıyla etkileşime girerek mavi rengin solmasına neden oldu.'], 'label': ['A', 'B', 'C', 'D']}",A,Gıda boyası moleküllerine çarpan su molekülleri karışıma neden oldu.
Mercury_175858,"Aşağıdakilerden hangisi hayvanlarda hücresel solunumun yan ürünüdür?
Şıklar:
A. oksijen
B. sıcaklık
C. şeker
D. protein","{'text': ['oksijen', 'sıcaklık', 'şeker', 'protein'], 'label': ['A', 'B', 'C', 'D']}",B,sıcaklık
MDSA_2008_8_27,"Rossby dalgaları yavaş hareket eden uzun okyanus dalgalarıdır. Dalga boyu iki katına çıkarsa Rossby dalgasının hangi özelliği değişir?
Şıklar:
A. Genlik iki katına çıkacaktı.
B. Frekans iki katına çıkacak.
C. Genlik yarı yarıya azalacaktır.
D. Frekans yarı yarıya azalacak.","{'text': ['Genlik iki katına çıkacaktı.', 'Frekans iki katına çıkacak.', 'Genlik yarı yarıya azalacaktır.', 'Frekans yarı yarıya azalacak.'], 'label': ['A', 'B', 'C', 'D']}",D,Frekans yarı yarıya azalacak.
Mercury_7034808,"Hangi eylem şekerin yeni bir madde oluşturmasına neden olur?
Şıklar:
A. ocakta şeker pişirme
B. elekten şeker dökmek
C. küp şekeri suda eritmek
D. küp şekeri parçalara ayırmak","{'text': ['ocakta şeker pişirme', 'elekten şeker dökmek', 'küp şekeri suda eritmek', 'küp şekeri parçalara ayırmak'], 'label': ['A', 'B', 'C', 'D']}",A,ocakta şeker pişirme
Mercury_7009555,"Hava ortamından su ortamına geçen ışık dalgaları
Şıklar:
A. düz bir çizgiye odaklanın.
B. enerjinizi kaybedersiniz ve dağılırsınız.
C. uzunluğunu ve yönünü değiştirin.
D. suyun yüzeyinden yansır.","{'text': ['düz bir çizgiye odaklanın.', 'enerjinizi kaybedersiniz ve dağılırsınız.', 'uzunluğunu ve yönünü değiştirin.', 'suyun yüzeyinden yansır.'], 'label': ['A', 'B', 'C', 'D']}",C,uzunluğunu ve yönünü değiştirin.
Mercury_7084665,"Açık bir gecede teleskop yardımı olmadan büyük olasılıkla ne görülebilir?
Şıklar:
A. Samanyolu galaksisi
B. diğer gezegenlerin uyduları
C. asteroitler
D. Plüton","{'text': ['Samanyolu galaksisi', 'diğer gezegenlerin uyduları', 'asteroitler', 'Plüton'], 'label': ['A', 'B', 'C', 'D']}",A,Samanyolu galaksisi
Mercury_SC_405455,"Yeni motor teknolojisi, arabaların galon gaz başına daha fazla kilometre kat etmesine yardımcı oldu. Benzin petrolden elde edildiği için bu teknoloji dünya petrol arzını etkileyecektir.
Şıklar:
A. daha fazla petrol arama ihtiyacını artırıyor.
B. yağın yenilenmesi için gereken süreyi azaltır.
C. Yer altında bulunan petrol miktarının azaltılması.
D. petrolün insanların kullanımına sunulacağı süreyi uzatmak.","{'text': ['daha fazla petrol arama ihtiyacını artırıyor.', 'yağın yenilenmesi için gereken süreyi azaltır.', 'Yer altında bulunan petrol miktarının azaltılması.', 'petrolün insanların kullanımına sunulacağı süreyi uzatmak.'], 'label': ['A', 'B', 'C', 'D']}",D,petrolün insanların kullanımına sunulacağı süreyi uzatmak.
CSZ30169,"Aşağıdaki kümelerden hangisinde yalnızca yansıyan ışığın etkisiyle parlayan nesneler bulunur?
Şıklar:
A. aylar, gezegenler ve kuyruklu yıldızlar
B. aylar, kuyruklu yıldızlar ve yıldızlar
C. gezegenler, yıldızlar ve kuyruklu yıldızlar
D. gezegenler, yıldızlar ve aylar","{'text': ['aylar, gezegenler ve kuyruklu yıldızlar', 'aylar, kuyruklu yıldızlar ve yıldızlar', 'gezegenler, yıldızlar ve kuyruklu yıldızlar', 'gezegenler, yıldızlar ve aylar'], 'label': ['A', 'B', 'C', 'D']}",A,"aylar, gezegenler ve kuyruklu yıldızlar"
NYSEDREGENTS_2011_8_13,"Hayvanlar kavga edebilir, tehdit edici sesler çıkarabilir ve aynı türün üyelerine karşı saldırgan davranışlarda bulunabilir. Bu davranışlar genellikle şu nedenlerle ortaya çıkar:
Şıklar:
1. yarışma
2. koruma
3. ayrışma
4. kirlilik","{'text': ['yarışma', 'koruma', 'ayrışma', 'kirlilik'], 'label': ['1', '2', '3', '4']}",1,yarışma
MDSA_2008_8_20,"Isı bir cisimden başka bir cisime aktarılır. Radyasyon yoluyla aktarılan ısıya bir örnek nedir?
Şıklar:
A. kahve fincanı ısıtıyor
B. sıcak hava odayı ısıtıyor
C. güneş ayı ısıtıyor
D. bir kabı ısıtan sıcak bir tabak","{'text': ['kahve fincanı ısıtıyor', 'sıcak hava odayı ısıtıyor', 'güneş ayı ısıtıyor', 'bir kabı ısıtan sıcak bir tabak'], 'label': ['A', 'B', 'C', 'D']}",C,güneş ayı ısıtıyor
MCAS_2006_9_35,"Aşağıdaki genetik durumlardan hangisi ayrışmayla ilgili bir sorundan kaynaklanır?
Şıklar:
A. Trizomi 16: Bir zigotun 16. kromozomun üç kopyasını almasıyla ortaya çıkan bir durum
B. Huntington hastalığı: Bir zigotun mutasyona uğramış baskın bir alel almasıyla ortaya çıkan bir durum
C. Hemofili: Bir zigotun belirli bir resesif alele sahip bir X kromozomu almasıyla ortaya çıkan bir durum
D. Orak hücreli anemi: Bir zigotun her bir ebeveynden hemoglobin için resesif bir alel alması sonucu ortaya çıkan bir durum","{'text': ['Trizomi 16: Bir zigotun 16. kromozomun üç kopyasını almasıyla ortaya çıkan bir durum', 'Huntington hastalığı: Bir zigotun mutasyona uğramış baskın bir alel almasıyla ortaya çıkan bir durum', 'Hemofili: Bir zigotun belirli bir resesif alele sahip bir X kromozomu almasıyla ortaya çıkan bir durum', 'Orak hücreli anemi: Bir zigotun her bir ebeveynden hemoglobin için resesif bir alel alması sonucu ortaya çıkan bir durum'], 'label': ['A', 'B', 'C', 'D']}",A,Trizomi 16: Bir zigotun 16. kromozomun üç kopyasını almasıyla ortaya çıkan bir durum
